id,device,timestamp,name,value
a6780c71-fb88-42ca-a083-94b2f3d97521-25,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009288819,status,resume
a6780c71-fb88-42ca-a083-94b2f3d97521-26,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009288867,startColor,n7
a6780c71-fb88-42ca-a083-94b2f3d97521-28,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009316545,incorrect,escape.black:27653
a6780c71-fb88-42ca-a083-94b2f3d97521-29,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009316651,born,lilac
a6780c71-fb88-42ca-a083-94b2f3d97521-30,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009316682,incorrect,escape.orange:27789
a6780c71-fb88-42ca-a083-94b2f3d97521-31,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009316799,born,lilac
a6780c71-fb88-42ca-a083-94b2f3d97521-32,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009338941,incorrect,escape.lilac:22108
a6780c71-fb88-42ca-a083-94b2f3d97521-33,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009339042,born,lilac
a6780c71-fb88-42ca-a083-94b2f3d97521-34,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009342463,incorrect,escape.lilac:25782
a6780c71-fb88-42ca-a083-94b2f3d97521-35,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009342579,born,black
a6780c71-fb88-42ca-a083-94b2f3d97521-36,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009362319,incorrect,escape.lilac:23134
a6780c71-fb88-42ca-a083-94b2f3d97521-37,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009362373,born,orange
a6780c71-fb88-42ca-a083-94b2f3d97521-38,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009364111,incorrect,escape.black:21502
a6780c71-fb88-42ca-a083-94b2f3d97521-39,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009364194,born,yellow
a6780c71-fb88-42ca-a083-94b2f3d97521-41,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009383861,incorrect,escape.yellow:19528
a6780c71-fb88-42ca-a083-94b2f3d97521-42,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009383944,born,orange
a6780c71-fb88-42ca-a083-94b2f3d97521-43,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009385467,incorrect,escape.orange:22953
a6780c71-fb88-42ca-a083-94b2f3d97521-44,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009385570,born,orange
