id,device,timestamp,ANDROID_ID,BRAND,MODEL,WIFI_MAC
a6780c71-fb88-42ca-a083-94b2f3d97521-5,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009171,ccb2e1a21d9f2fe,motorola,Xoom,C8:AA:21:AD:43:5D
608b0d41-1969-48db-b856-4f71b3dd6594-35,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336692830,ccb2e1a21d9f2fe,motorola,Xoom,
