id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
dd6df3d9-62da-4999-b234-df0d754be580-2,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337006640,1,1,3
dd6df3d9-62da-4999-b234-df0d754be580-5,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337006748,3,2,15
dd6df3d9-62da-4999-b234-df0d754be580-8,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337006868,0,0,15
dd6df3d9-62da-4999-b234-df0d754be580-12,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337006988,5,2,15
dd6df3d9-62da-4999-b234-df0d754be580-16,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337007108,5,1,15
dd6df3d9-62da-4999-b234-df0d754be580-20,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337007228,6,1,15
dd6df3d9-62da-4999-b234-df0d754be580-24,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337007348,0,1,15
dd6df3d9-62da-4999-b234-df0d754be580-27,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337007468,1,2,15
dd6df3d9-62da-4999-b234-df0d754be580-31,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337007588,0,0,15
dd6df3d9-62da-4999-b234-df0d754be580-35,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337007708,4,1,15
dd6df3d9-62da-4999-b234-df0d754be580-39,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337007828,0,0,15
dd6df3d9-62da-4999-b234-df0d754be580-42,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337007948,0,0,15
dd6df3d9-62da-4999-b234-df0d754be580-46,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337008068,0,0,15
dd6df3d9-62da-4999-b234-df0d754be580-51,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337008188,6,2,15
dd6df3d9-62da-4999-b234-df0d754be580-54,f3184f7b-ef3f-4689-95a9-b801122a8a29,1337008308,0,0,15
f6ed4594-e853-446d-9ca9-98b93481ae1d-6,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336835393,1,1,10
f6ed4594-e853-446d-9ca9-98b93481ae1d-10,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336835508,0,0,15
f6ed4594-e853-446d-9ca9-98b93481ae1d-14,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336835628,8,3,15
f6ed4594-e853-446d-9ca9-98b93481ae1d-18,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336835766,8,0,9
f6ed4594-e853-446d-9ca9-98b93481ae1d-22,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336836003,9,0,10
f6ed4594-e853-446d-9ca9-98b93481ae1d-25,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336836304,4,1,9
f6ed4594-e853-446d-9ca9-98b93481ae1d-28,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336836604,9,0,10
f6ed4594-e853-446d-9ca9-98b93481ae1d-31,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336836905,7,0,8
f6ed4594-e853-446d-9ca9-98b93481ae1d-33,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336837018,11,2,15
f6ed4594-e853-446d-9ca9-98b93481ae1d-37,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336837138,0,0,15
f6ed4594-e853-446d-9ca9-98b93481ae1d-41,f3184f7b-ef3f-4689-95a9-b801122a8a29,1336837258,0,0,15
