id,device,timestamp,SCREEN_ON
a6780c71-fb88-42ca-a083-94b2f3d97521-6,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009181,False
a6780c71-fb88-42ca-a083-94b2f3d97521-8,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009225,True
a6780c71-fb88-42ca-a083-94b2f3d97521-49,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009418,False
8044440b-5a60-44a0-ac12-c388d6775bde-2,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009420,True
9d426984-6917-4afb-8629-bdaf997e585b-1,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337009428,False
9d426984-6917-4afb-8629-bdaf997e585b-30,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337010823,True
fd24ccc5-3ad4-48d2-84f6-1fced977f06a-1,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337010832,False
fd24ccc5-3ad4-48d2-84f6-1fced977f06a-2,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337010832,True
1ff6d7fb-27a4-46e3-80ed-a7d4b6bc6346-7,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337018740,False
1ff6d7fb-27a4-46e3-80ed-a7d4b6bc6346-8,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337018742,True
6c12a46b-ab94-46b2-b9fc-33131c828d95-22,1e3f5f38-e047-430e-a794-a5732d1f90ba,1337023344,False
