id,device,timestamp,ANDROID_ID,BRAND,MODEL
d1c932cc-756e-4f3f-8461-2798bebc99fa-134,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337008979,ccb2e1a21d9f2fe,motorola,Xoom
dd63999c-96d6-444a-8072-bab9cc15e391-5,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336749734,ccb2e1a21d9f2fe,motorola,Xoom
