id,device,timestamp,date,filename,index,type,value
c30b2704-2c0f-4560-a457-492bc8410b3c-12,7cdb2857-1e43-40af-920e-c7a07d4c5434,94339,94339,,,InvalidDateDetected,
d1c932cc-756e-4f3f-8461-2798bebc99fa-131,7cdb2857-1e43-40af-920e-c7a07d4c5434,94771,94771,,,GpsDateFixOld,
d1c932cc-756e-4f3f-8461-2798bebc99fa-132,7cdb2857-1e43-40af-920e-c7a07d4c5434,94771,1337008979,,,GpsDateFixNew,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-7,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010355,,/mnt/external1/edu.mit.media.funf.bgcollector/00000002_042800424480b357_photo-94388.jpg,2,fileCopy,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-8,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010355,,/mnt/external1/edu.mit.media.funf.bgcollector/00000003_042800424480b357_7cdb2857-1e43-40af-920e-c7a07d4c5434_94567_mainPipeline.db,3,fileCopy,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-9,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010356,,/mnt/external1/edu.mit.media.funf.bgcollector/00000004_042800424480b357_photo-1337009196.jpg,4,fileCopy,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-10,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010356,,/mnt/external1/edu.mit.media.funf.bgcollector/00000005_042800424480b357_7cdb2857-1e43-40af-920e-c7a07d4c5434_1337009400_mainPipeline.db,5,fileCopy,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-11,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,/mnt/external1/edu.mit.media.funf.bgcollector/00000006_042800424480b357_7cdb2857-1e43-40af-920e-c7a07d4c5434_1337009940_mainPipeline.db,6,fileCopy,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-12,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,/mnt/external1/edu.mit.media.funf.bgcollector/00000007_042800424480b357_7cdb2857-1e43-40af-920e-c7a07d4c5434_1337010021_mainPipeline.db,7,fileCopy,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-13,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,/mnt/external1/edu.mit.media.funf.bgcollector/00000008_042800424480b357_7cdb2857-1e43-40af-920e-c7a07d4c5434_1337010122_mainPipeline.db,8,fileCopy,
f8dcbfff-b9f7-4b60-9a3b-a58b0d1a300f-14,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,/mnt/external1/edu.mit.media.funf.bgcollector/00000009_042800424480b357_18e91b79-c9b9-455a-ae44-24bfe87d1566_93040_mainPipeline.db,9,fileCopy,
fec1f4b9-0fe4-4660-b6cc-d62de8aa9dae-1,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337010357,,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
fec1f4b9-0fe4-4660-b6cc-d62de8aa9dae-91,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337013956,,/mnt/external1/edu.mit.media.funf.bgcollector/00000010_042800424480b357_tb-1337010357-042800424480b357.txt,10,fileCopy,
fec1f4b9-0fe4-4660-b6cc-d62de8aa9dae-92,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337013956,,/mnt/external1/edu.mit.media.funf.bgcollector/00000011_042800424480b357_7cdb2857-1e43-40af-920e-c7a07d4c5434_1337010359_mainPipeline.db,11,fileCopy,
fec1f4b9-0fe4-4660-b6cc-d62de8aa9dae-93,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337013956,,/mnt/external1/edu.mit.media.funf.bgcollector/00000012_042800424480b357_photo-1337010396.jpg,12,fileCopy,
fec1f4b9-0fe4-4660-b6cc-d62de8aa9dae-94,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337013956,,/mnt/external1/edu.mit.media.funf.bgcollector/00000013_042800424480b357_photo-1337010996.jpg,13,fileCopy,
fec1f4b9-0fe4-4660-b6cc-d62de8aa9dae-95,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337013957,,/mnt/external1/edu.mit.media.funf.bgcollector/00000014_042800424480b357_photo-1337011596.jpg,14,fileCopy,
fec1f4b9-0fe4-4660-b6cc-d62de8aa9dae-96,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337013957,,/mnt/external1/edu.mit.media.funf.bgcollector/00000015_042800424480b357_photo-1337012196.jpg,15,fileCopy,
fec1f4b9-0fe4-4660-b6cc-d62de8aa9dae-97,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337013957,,/mnt/external1/edu.mit.media.funf.bgcollector/00000016_042800424480b357_photo-1337012796.jpg,16,fileCopy,
fec1f4b9-0fe4-4660-b6cc-d62de8aa9dae-98,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337013957,,/mnt/external1/edu.mit.media.funf.bgcollector/00000017_042800424480b357_photo-1337013396.jpg,17,fileCopy,
03669013-dda1-49fa-ba18-5659bee2e07a-1,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337013957,,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
03669013-dda1-49fa-ba18-5659bee2e07a-62,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016130,,/mnt/external1/edu.mit.media.funf.bgcollector/00000018_042800424480b357_7cdb2857-1e43-40af-920e-c7a07d4c5434_1337013957_mainPipeline.db,18,fileCopy,
03669013-dda1-49fa-ba18-5659bee2e07a-63,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016131,,/mnt/external1/edu.mit.media.funf.bgcollector/00000019_042800424480b357_photo-1337013996.jpg,19,fileCopy,
03669013-dda1-49fa-ba18-5659bee2e07a-64,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016131,,/mnt/external1/edu.mit.media.funf.bgcollector/00000020_042800424480b357_photo-1337014596.jpg,20,fileCopy,
03669013-dda1-49fa-ba18-5659bee2e07a-65,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016131,,/mnt/external1/edu.mit.media.funf.bgcollector/00000021_042800424480b357_photo-1337015196.jpg,21,fileCopy,
03669013-dda1-49fa-ba18-5659bee2e07a-66,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016132,,/mnt/external1/edu.mit.media.funf.bgcollector/00000022_042800424480b357_photo-1337015796.jpg,22,fileCopy,
98aa91d3-550b-4eae-86c2-0294d53d4bf9-1,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016132,,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
