id,device,timestamp,name,value
c30b2704-2c0f-4560-a457-492bc8410b3c-69,7cdb2857-1e43-40af-920e-c7a07d4c5434,94475687,status,resume
c30b2704-2c0f-4560-a457-492bc8410b3c-70,7cdb2857-1e43-40af-920e-c7a07d4c5434,94475735,startColor,n5
c30b2704-2c0f-4560-a457-492bc8410b3c-71,7cdb2857-1e43-40af-920e-c7a07d4c5434,94479146,highscore,"-1,-1,-1,-1,-1,-1,-1,-1"
c30b2704-2c0f-4560-a457-492bc8410b3c-72,7cdb2857-1e43-40af-920e-c7a07d4c5434,94479143,incorrect,click.black:21440
c30b2704-2c0f-4560-a457-492bc8410b3c-73,7cdb2857-1e43-40af-920e-c7a07d4c5434,94479574,correct,lilac:3811
c30b2704-2c0f-4560-a457-492bc8410b3c-74,7cdb2857-1e43-40af-920e-c7a07d4c5434,94479888,born,black
c30b2704-2c0f-4560-a457-492bc8410b3c-75,7cdb2857-1e43-40af-920e-c7a07d4c5434,94481136,incorrect,click.lilac:15075
c30b2704-2c0f-4560-a457-492bc8410b3c-76,7cdb2857-1e43-40af-920e-c7a07d4c5434,94481558,highscore,"0,-1,-1,-1,-1,-1,-1,-1"
c30b2704-2c0f-4560-a457-492bc8410b3c-77,7cdb2857-1e43-40af-920e-c7a07d4c5434,94481565,correct,yellow:5809
c30b2704-2c0f-4560-a457-492bc8410b3c-78,7cdb2857-1e43-40af-920e-c7a07d4c5434,94481859,born,orange
c30b2704-2c0f-4560-a457-492bc8410b3c-79,7cdb2857-1e43-40af-920e-c7a07d4c5434,94482592,correct,black:2574
c30b2704-2c0f-4560-a457-492bc8410b3c-80,7cdb2857-1e43-40af-920e-c7a07d4c5434,94482992,born,orange
c30b2704-2c0f-4560-a457-492bc8410b3c-81,7cdb2857-1e43-40af-920e-c7a07d4c5434,94496672,incorrect,escape.orange:13425
c30b2704-2c0f-4560-a457-492bc8410b3c-82,7cdb2857-1e43-40af-920e-c7a07d4c5434,94496744,born,black
c30b2704-2c0f-4560-a457-492bc8410b3c-83,7cdb2857-1e43-40af-920e-c7a07d4c5434,94497297,incorrect,escape.orange:15193
c30b2704-2c0f-4560-a457-492bc8410b3c-84,7cdb2857-1e43-40af-920e-c7a07d4c5434,94497405,born,orange
c30b2704-2c0f-4560-a457-492bc8410b3c-85,7cdb2857-1e43-40af-920e-c7a07d4c5434,94501422,colorchange,n7
c30b2704-2c0f-4560-a457-492bc8410b3c-86,7cdb2857-1e43-40af-920e-c7a07d4c5434,94501664,colorchange,n9
c30b2704-2c0f-4560-a457-492bc8410b3c-87,7cdb2857-1e43-40af-920e-c7a07d4c5434,94501875,colorchange,n5
c30b2704-2c0f-4560-a457-492bc8410b3c-88,7cdb2857-1e43-40af-920e-c7a07d4c5434,94501993,colorchange,n2
c30b2704-2c0f-4560-a457-492bc8410b3c-89,7cdb2857-1e43-40af-920e-c7a07d4c5434,94502221,colorchange,n0
c30b2704-2c0f-4560-a457-492bc8410b3c-90,7cdb2857-1e43-40af-920e-c7a07d4c5434,94502737,colorchange,n7
c30b2704-2c0f-4560-a457-492bc8410b3c-91,7cdb2857-1e43-40af-920e-c7a07d4c5434,94506300,incorrect,click.yellow:11233
c30b2704-2c0f-4560-a457-492bc8410b3c-92,7cdb2857-1e43-40af-920e-c7a07d4c5434,94510550,incorrect,escape.black:13652
c30b2704-2c0f-4560-a457-492bc8410b3c-93,7cdb2857-1e43-40af-920e-c7a07d4c5434,94510638,born,yellow
c30b2704-2c0f-4560-a457-492bc8410b3c-94,7cdb2857-1e43-40af-920e-c7a07d4c5434,94512705,incorrect,escape.orange:15137
c30b2704-2c0f-4560-a457-492bc8410b3c-95,7cdb2857-1e43-40af-920e-c7a07d4c5434,94512790,born,black
c30b2704-2c0f-4560-a457-492bc8410b3c-96,7cdb2857-1e43-40af-920e-c7a07d4c5434,94523950,correct,yellow:13191
c30b2704-2c0f-4560-a457-492bc8410b3c-97,7cdb2857-1e43-40af-920e-c7a07d4c5434,94524122,born,black
c30b2704-2c0f-4560-a457-492bc8410b3c-98,7cdb2857-1e43-40af-920e-c7a07d4c5434,94526154,correct,black:13228
c30b2704-2c0f-4560-a457-492bc8410b3c-99,7cdb2857-1e43-40af-920e-c7a07d4c5434,94526323,born,black
c30b2704-2c0f-4560-a457-492bc8410b3c-100,7cdb2857-1e43-40af-920e-c7a07d4c5434,94526602,incorrect,click.lilac:11848
c30b2704-2c0f-4560-a457-492bc8410b3c-101,7cdb2857-1e43-40af-920e-c7a07d4c5434,94526934,correct,black:2735
c30b2704-2c0f-4560-a457-492bc8410b3c-102,7cdb2857-1e43-40af-920e-c7a07d4c5434,94527100,born,lilac
c30b2704-2c0f-4560-a457-492bc8410b3c-103,7cdb2857-1e43-40af-920e-c7a07d4c5434,94527705,incorrect,click.orange:11310
c30b2704-2c0f-4560-a457-492bc8410b3c-105,7cdb2857-1e43-40af-920e-c7a07d4c5434,94541091,incorrect,escape.lilac:13901
c30b2704-2c0f-4560-a457-492bc8410b3c-106,7cdb2857-1e43-40af-920e-c7a07d4c5434,94541167,born,black
c30b2704-2c0f-4560-a457-492bc8410b3c-107,7cdb2857-1e43-40af-920e-c7a07d4c5434,94542690,incorrect,escape.black:16081
c30b2704-2c0f-4560-a457-492bc8410b3c-108,7cdb2857-1e43-40af-920e-c7a07d4c5434,94542722,born,lilac
c30b2704-2c0f-4560-a457-492bc8410b3c-109,7cdb2857-1e43-40af-920e-c7a07d4c5434,94553395,incorrect,click.yellow:12405
c30b2704-2c0f-4560-a457-492bc8410b3c-110,7cdb2857-1e43-40af-920e-c7a07d4c5434,94556744,incorrect,escape.black:15461
c30b2704-2c0f-4560-a457-492bc8410b3c-111,7cdb2857-1e43-40af-920e-c7a07d4c5434,94556771,born,yellow
c30b2704-2c0f-4560-a457-492bc8410b3c-112,7cdb2857-1e43-40af-920e-c7a07d4c5434,94557480,incorrect,escape.lilac:14643
c30b2704-2c0f-4560-a457-492bc8410b3c-113,7cdb2857-1e43-40af-920e-c7a07d4c5434,94557508,born,yellow
c30b2704-2c0f-4560-a457-492bc8410b3c-114,7cdb2857-1e43-40af-920e-c7a07d4c5434,94561312,colorchange,n5
c30b2704-2c0f-4560-a457-492bc8410b3c-115,7cdb2857-1e43-40af-920e-c7a07d4c5434,94565147,incorrect,click.black:12390
c30b2704-2c0f-4560-a457-492bc8410b3c-116,7cdb2857-1e43-40af-920e-c7a07d4c5434,94567228,incorrect,click.lilac:12027
c30b2704-2c0f-4560-a457-492bc8410b3c-117,7cdb2857-1e43-40af-920e-c7a07d4c5434,94567261,status,pause
d1c932cc-756e-4f3f-8461-2798bebc99fa-202,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009129597,status,resume
d1c932cc-756e-4f3f-8461-2798bebc99fa-203,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009133817,colorchange,n3
d1c932cc-756e-4f3f-8461-2798bebc99fa-204,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009136344,colorchange,n4
