id,device,timestamp,SCREEN_ON
d1c932cc-756e-4f3f-8461-2798bebc99fa-144,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009050,False
d1c932cc-756e-4f3f-8461-2798bebc99fa-145,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009051,True
79dda221-2a19-408c-9d91-3452a8a629ec-8,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009645,False
79dda221-2a19-408c-9d91-3452a8a629ec-12,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009830,True
79dda221-2a19-408c-9d91-3452a8a629ec-15,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009847,False
79dda221-2a19-408c-9d91-3452a8a629ec-16,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009847,True
79dda221-2a19-408c-9d91-3452a8a629ec-17,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009868,False
79dda221-2a19-408c-9d91-3452a8a629ec-18,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337009869,True
03669013-dda1-49fa-ba18-5659bee2e07a-53,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016012,False
03669013-dda1-49fa-ba18-5659bee2e07a-54,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016030,True
03669013-dda1-49fa-ba18-5659bee2e07a-55,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016037,False
03669013-dda1-49fa-ba18-5659bee2e07a-56,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016037,True
03669013-dda1-49fa-ba18-5659bee2e07a-57,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016041,False
03669013-dda1-49fa-ba18-5659bee2e07a-58,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016041,True
03669013-dda1-49fa-ba18-5659bee2e07a-59,7cdb2857-1e43-40af-920e-c7a07d4c5434,1337016042,False
