id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-6,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336626216,0,0,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-14,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336626336,0,0,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-20,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336626456,1,2,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-25,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336626576,0,0,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-33,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336626696,0,1,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-36,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336626816,6,1,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-43,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336626936,0,1,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-46,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336627056,4,3,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-50,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336627176,0,0,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-59,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336627296,0,0,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-64,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336627416,2,5,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-67,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336627536,0,0,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-71,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336627656,2,0,15
f1ed095e-f985-4b2a-b9c5-199a41f5bab2-75,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336627783,0,1,8
836f8e35-3006-488f-b295-3b218d808854-2,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336625628,0,0,3
836f8e35-3006-488f-b295-3b218d808854-7,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336625745,0,3,6
836f8e35-3006-488f-b295-3b218d808854-10,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336625856,0,1,15
836f8e35-3006-488f-b295-3b218d808854-14,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336625976,0,0,15
836f8e35-3006-488f-b295-3b218d808854-18,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336626096,0,1,15
9051e485-d3ca-47f3-9c25-27efed780220-1,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336625256,0,0,15
9051e485-d3ca-47f3-9c25-27efed780220-5,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336625376,0,0,15
9051e485-d3ca-47f3-9c25-27efed780220-8,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336625496,0,0,15
3e2a970b-4c70-4a86-9670-75cfaaac8657-3,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336619800,0,0,15
3e2a970b-4c70-4a86-9670-75cfaaac8657-7,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336619920,0,0,15
3e2a970b-4c70-4a86-9670-75cfaaac8657-11,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336620054,0,0,1
3e2a970b-4c70-4a86-9670-75cfaaac8657-14,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336620160,0,0,15
3e2a970b-4c70-4a86-9670-75cfaaac8657-19,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336620280,0,0,15
3e2a970b-4c70-4a86-9670-75cfaaac8657-22,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336620400,0,0,15
3e2a970b-4c70-4a86-9670-75cfaaac8657-25,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336620591,0,0,4
3e2a970b-4c70-4a86-9670-75cfaaac8657-27,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336620700,0,0,15
3e2a970b-4c70-4a86-9670-75cfaaac8657-30,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336620892,0,0,3
3e2a970b-4c70-4a86-9670-75cfaaac8657-32,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336621010,0,0,5
3e2a970b-4c70-4a86-9670-75cfaaac8657-35,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336621192,0,0,3
3e2a970b-4c70-4a86-9670-75cfaaac8657-38,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336621491,0,0,4
f187acc7-f254-4ebf-835c-85a8fdbf375d-1,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336621600,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-4,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336621753,0,0,3
f187acc7-f254-4ebf-835c-85a8fdbf375d-6,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336621861,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-8,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336621981,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-12,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336622381,0,0,5
f187acc7-f254-4ebf-835c-85a8fdbf375d-13,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336622389,0,0,7
f187acc7-f254-4ebf-835c-85a8fdbf375d-15,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336622501,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-18,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336622695,0,0,1
f187acc7-f254-4ebf-835c-85a8fdbf375d-21,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336622985,0,0,6
f187acc7-f254-4ebf-835c-85a8fdbf375d-24,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336623096,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-27,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336623216,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-32,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336623348,0,0,3
f187acc7-f254-4ebf-835c-85a8fdbf375d-35,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336623456,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-39,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336623576,1,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-43,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336623696,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-46,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336623816,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-51,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336623936,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-53,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336624067,0,0,4
f187acc7-f254-4ebf-835c-85a8fdbf375d-57,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336624188,0,0,3
f187acc7-f254-4ebf-835c-85a8fdbf375d-61,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336624296,0,0,15
f187acc7-f254-4ebf-835c-85a8fdbf375d-64,18e91b79-c9b9-455a-ae44-24bfe87d1566,1336624416,0,0,15
