id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
2ef88429-5292-4d6e-941c-54c06be88790-4,e433a047-f94c-4a4b-83be-92ce4253c851,1336624362,6,0,15
2ef88429-5292-4d6e-941c-54c06be88790-8,e433a047-f94c-4a4b-83be-92ce4253c851,1336624482,2,3,15
2ef88429-5292-4d6e-941c-54c06be88790-12,e433a047-f94c-4a4b-83be-92ce4253c851,1336624602,4,2,15
2ef88429-5292-4d6e-941c-54c06be88790-16,e433a047-f94c-4a4b-83be-92ce4253c851,1336624722,0,0,15
2ef88429-5292-4d6e-941c-54c06be88790-20,e433a047-f94c-4a4b-83be-92ce4253c851,1336624842,0,0,15
2ef88429-5292-4d6e-941c-54c06be88790-24,e433a047-f94c-4a4b-83be-92ce4253c851,1336624962,0,0,15
2ef88429-5292-4d6e-941c-54c06be88790-28,e433a047-f94c-4a4b-83be-92ce4253c851,1336625082,0,0,15
2ef88429-5292-4d6e-941c-54c06be88790-32,e433a047-f94c-4a4b-83be-92ce4253c851,1336625202,0,0,15
2ef88429-5292-4d6e-941c-54c06be88790-35,e433a047-f94c-4a4b-83be-92ce4253c851,1336625322,1,0,15
8ee9f86e-b973-4213-a176-a8d7b8101f18-3,e433a047-f94c-4a4b-83be-92ce4253c851,1336624242,0,12,15
fdf01fb7-6ad0-487e-8b58-3f48c25d7583-2,e433a047-f94c-4a4b-83be-92ce4253c851,1336674825,2,0,6
fdf01fb7-6ad0-487e-8b58-3f48c25d7583-6,e433a047-f94c-4a4b-83be-92ce4253c851,1336674944,0,0,7
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-2,e433a047-f94c-4a4b-83be-92ce4253c851,1336675081,1,1,7
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-6,e433a047-f94c-4a4b-83be-92ce4253c851,1336675193,5,2,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-9,e433a047-f94c-4a4b-83be-92ce4253c851,1336675313,1,0,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-13,e433a047-f94c-4a4b-83be-92ce4253c851,1336675433,12,1,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-17,e433a047-f94c-4a4b-83be-92ce4253c851,1336675717,5,0,6
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-20,e433a047-f94c-4a4b-83be-92ce4253c851,1336675828,14,0,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336675951,7,4,12
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-26,e433a047-f94c-4a4b-83be-92ce4253c851,1336676317,0,1,11
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-29,e433a047-f94c-4a4b-83be-92ce4253c851,1336676447,0,0,1
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-33,e433a047-f94c-4a4b-83be-92ce4253c851,1336676553,9,0,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-38,e433a047-f94c-4a4b-83be-92ce4253c851,1336676725,0,1,7
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-41,e433a047-f94c-4a4b-83be-92ce4253c851,1336676837,0,5,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-45,e433a047-f94c-4a4b-83be-92ce4253c851,1336677222,3,0,6
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-47,e433a047-f94c-4a4b-83be-92ce4253c851,1336677333,9,3,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-53,e433a047-f94c-4a4b-83be-92ce4253c851,1336677453,2,1,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-58,e433a047-f94c-4a4b-83be-92ce4253c851,1336677573,2,2,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-60,e433a047-f94c-4a4b-83be-92ce4253c851,1336677693,7,1,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-63,e433a047-f94c-4a4b-83be-92ce4253c851,1336677813,0,2,15
4c527af0-09d0-4e14-a2d2-e6894ce2fa00-66,e433a047-f94c-4a4b-83be-92ce4253c851,1336677933,9,1,15
