id,device,timestamp,ANDROID_ID,BLUETOOTH_MAC,BRAND,MODEL
8b198d79-2656-402e-8773-f0067716d6ba-22,e433a047-f94c-4a4b-83be-92ce4253c851,1336698097,ccb2e1a21d9f2fe,C8:AA:21:CF:70:2A,motorola,Xoom
