id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
ff35d8c8-c949-4333-86c7-4590babcd192-5,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337004686,9,2,15
ff35d8c8-c949-4333-86c7-4590babcd192-8,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337004806,5,5,15
ff35d8c8-c949-4333-86c7-4590babcd192-13,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337004926,6,5,15
495b7a4a-03fa-4036-8924-4f5e06ba4c65-2,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337000632,0,2,3
495b7a4a-03fa-4036-8924-4f5e06ba4c65-6,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337000740,1,10,15
495b7a4a-03fa-4036-8924-4f5e06ba4c65-10,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337000860,5,2,15
495b7a4a-03fa-4036-8924-4f5e06ba4c65-14,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337001160,2,0,6
495b7a4a-03fa-4036-8924-4f5e06ba4c65-17,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337001271,2,3,15
495b7a4a-03fa-4036-8924-4f5e06ba4c65-20,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337001536,0,0,6
495b7a4a-03fa-4036-8924-4f5e06ba4c65-22,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337001647,0,1,15
495b7a4a-03fa-4036-8924-4f5e06ba4c65-25,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337001940,1,2,6
495b7a4a-03fa-4036-8924-4f5e06ba4c65-27,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337002191,1,0,7
495b7a4a-03fa-4036-8924-4f5e06ba4c65-31,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337002303,14,0,15
495b7a4a-03fa-4036-8924-4f5e06ba4c65-34,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337002423,0,3,15
495b7a4a-03fa-4036-8924-4f5e06ba4c65-38,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337002851,1,1,5
495b7a4a-03fa-4036-8924-4f5e06ba4c65-40,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337002961,6,3,15
495b7a4a-03fa-4036-8924-4f5e06ba4c65-43,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1337003081,1,1,15
