id,device,timestamp,ANDROID_ID,BLUETOOTH_MAC,BRAND,MODEL
db4628cf-9457-4aa4-939e-ad267f3a4b00-15,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007721,ccb2e1a21d9f2fe,C8:AA:21:CF:1F:36,motorola,Xoom
bc8c3e8c-ef21-4f5d-8df6-1a877485ef63-17,a8e8eda3-791a-4f31-8b7e-093d41eae9d6,1336636785,ccb2e1a21d9f2fe,C8:AA:21:CF:1F:36,motorola,Xoom
