id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
db4628cf-9457-4aa4-939e-ad267f3a4b00-1,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720104,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-2,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720132,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-3,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720235,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-4,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720264,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-5,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720315,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-6,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720342,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-7,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720374,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-8,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720427,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-9,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720445,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-10,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720487,3600,,3600,604802,60,3600,,example,1
db4628cf-9457-4aa4-939e-ad267f3a4b00-11,a38e0f50-c4e1-434e-bf51-dc1be643e88c,1337007720511,3600,,3600,604802,60,3600,,example,1
