id,device,timestamp,name,type,value,values_colorsLearned,values_duckColor,values_frogColorToFollow,values_numbersLearned,values_url
c745be5b-704e-4f2d-97c9-2fdfe7e26854-162,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,Scene,,"white,red,yellow,blue",white,null,,scenes/tinkrbook_splash.swf
c745be5b-704e-4f2d-97c9-2fdfe7e26854-163,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":892,""y"":448}1337009237378",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-164,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":27,""y"":16}1337009239026",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-165,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":12.85,""y"":27.2}1337009239222",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-166,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":104,""y"":7}1337009239615",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-167,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":129,""y"":10}1337009239989",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-168,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":136.1,""y"":30.6}1337009240153",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-169,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":27,""y"":34}1337009240355",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-170,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":12,""y"":35}1337009240565",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-171,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":0,""y"":10}1337009242246",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-172,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""Iconimation"",""name"":""word1""}1337009243437",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-173,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""Iconimation"",""name"":""word1""}1337009243631",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-174,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""Iconimation"",""name"":""word1""}1337009243830",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-175,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""Iconimation"",""name"":""word1""}1337009244039",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-176,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""Iconimation"",""name"":""word1""}1337009244248",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-177,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":112,""y"":91}1337009244507",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-178,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":83.7,""y"":91.8}1337009244709",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-179,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":55.9,""y"":89.2}1337009244904",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-180,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":120.2,""y"":94.5}1337009245099",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-181,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""Iconimation"",""name"":""word1""}1337009245245",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-182,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""Iconimation"",""name"":""word1""}1337009245439",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-183,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""Iconimation"",""name"":""word1""}1337009245625",,,,,
c745be5b-704e-4f2d-97c9-2fdfe7e26854-184,0183ee85-2057-4c78-b7c8-b69481230b0e,1337011011,,,"{""type"":""FingerDown"",""x"":77,""y"":47}1337009245905",,,,,
