id,device,timestamp,ANDROID_ID,BLUETOOTH_MAC,BRAND,MODEL
b26033d7-7a8e-475d-9b57-0406b3205f57-14,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009166,ccb2e1a21d9f2fe,C8:AA:21:D0:CF:A8,motorola,Xoom
7367db75-e129-42ba-bafa-5827930fa43e-3,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336668726,ccb2e1a21d9f2fe,C8:AA:21:D0:CF:A8,motorola,Xoom
