id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-3,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006104,russh.toddler.game.ToddlersABCs,russh.toddler.game,19,1,1,russh.toddler.game.ToddlersABCs,russh.toddler.game
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-3,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006104,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-3,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006104,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,14,2,2,com.android.gallery3d.app.MovieActivity,com.google.android.gallery3d
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-3,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006104,edu.mit.media.prg.launcher.AppsLauncherActivity,edu.mit.media.prg.launcher,16,1,1,edu.mit.media.prg.launcher.AppsLauncherActivity,edu.mit.media.prg.launcher
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-3,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006104,com.google.googlenav.login.AndroidLoginActivitySdk5,com.google.android.apps.maps,15,1,0,com.google.googlenav.login.AndroidLoginActivitySdk5,com.google.android.apps.maps
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-3,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006104,com.android.vending.AssetBrowserActivity,com.android.vending,11,1,1,com.android.vending.AssetBrowserActivity,com.android.vending
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-3,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006104,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,9,1,1,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-5,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006164,russh.toddler.game.ToddlersABCs,russh.toddler.game,19,1,1,russh.toddler.game.ToddlersABCs,russh.toddler.game
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-5,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006164,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-5,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006164,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,14,2,2,com.android.gallery3d.app.MovieActivity,com.google.android.gallery3d
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-5,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006164,edu.mit.media.prg.launcher.AppsLauncherActivity,edu.mit.media.prg.launcher,16,1,1,edu.mit.media.prg.launcher.AppsLauncherActivity,edu.mit.media.prg.launcher
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-5,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006164,com.google.googlenav.login.AndroidLoginActivitySdk5,com.google.android.apps.maps,15,1,0,com.google.googlenav.login.AndroidLoginActivitySdk5,com.google.android.apps.maps
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-5,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006164,com.android.vending.AssetBrowserActivity,com.android.vending,11,1,1,com.android.vending.AssetBrowserActivity,com.android.vending
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-5,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006164,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,9,1,1,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-7,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006229,russh.toddler.game.ToddlersABCs,russh.toddler.game,19,1,1,russh.toddler.game.ToddlersABCs,russh.toddler.game
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-7,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006229,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-7,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006229,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,14,2,2,com.android.gallery3d.app.MovieActivity,com.google.android.gallery3d
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-7,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006229,edu.mit.media.prg.launcher.AppsLauncherActivity,edu.mit.media.prg.launcher,16,1,1,edu.mit.media.prg.launcher.AppsLauncherActivity,edu.mit.media.prg.launcher
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-7,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006229,com.google.googlenav.login.AndroidLoginActivitySdk5,com.google.android.apps.maps,15,1,0,com.google.googlenav.login.AndroidLoginActivitySdk5,com.google.android.apps.maps
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-7,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006229,com.android.vending.AssetBrowserActivity,com.android.vending,11,1,1,com.android.vending.AssetBrowserActivity,com.android.vending
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-7,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006229,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,9,1,1,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-9,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006294,russh.toddler.game.ToddlersABCs,russh.toddler.game,19,1,1,russh.toddler.game.ToddlersABCs,russh.toddler.game
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-9,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006294,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-9,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006294,com.android.gallery3d.app.Gallery,com.google.android.gallery3d,14,2,2,com.android.gallery3d.app.MovieActivity,com.google.android.gallery3d
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-9,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006294,edu.mit.media.prg.launcher.AppsLauncherActivity,edu.mit.media.prg.launcher,16,1,1,edu.mit.media.prg.launcher.AppsLauncherActivity,edu.mit.media.prg.launcher
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-9,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006294,com.google.googlenav.login.AndroidLoginActivitySdk5,com.google.android.apps.maps,15,1,0,com.google.googlenav.login.AndroidLoginActivitySdk5,com.google.android.apps.maps
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-9,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006294,com.android.vending.AssetBrowserActivity,com.android.vending,11,1,1,com.android.vending.AssetBrowserActivity,com.android.vending
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-9,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006294,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books,9,1,1,com.google.android.apps.books.app.BooksActivity,com.google.android.apps.books
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-11,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006359,russh.toddler.game.ToddlersABCs,russh.toddler.game,19,1,1,russh.toddler.game.ToddlersABCs,russh.toddler.game
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-11,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006359,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
