id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-2,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006075,8,4,15
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-6,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006195,0,1,15
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-10,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006315,0,0,15
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-14,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006435,0,2,15
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-19,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006555,4,2,15
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-21,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006675,7,3,15
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-26,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006795,0,0,15
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-29,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337006915,6,3,15
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-34,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337007035,14,0,15
04cf2cf2-06ed-42d1-ae4a-aa3fe89f7132-37,afa79389-72b9-4e68-b855-1c824bb3c7b8,1337007155,1,0,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-5,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336668852,1,2,10
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-8,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336668967,0,0,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-13,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336669087,0,0,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-16,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336669207,9,1,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-20,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336669327,14,0,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-24,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336669447,11,0,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-27,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336669567,14,0,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-31,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336669687,12,1,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-35,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336669807,9,2,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-38,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336669927,0,0,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-41,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336670232,0,0,8
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-43,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336670345,0,0,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-47,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336670474,0,0,6
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-50,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336670585,0,0,15
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-52,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336670708,0,0,12
93267f20-fa6b-4c7a-8e71-f8cd5a0af660-55,afa79389-72b9-4e68-b855-1c824bb3c7b8,1336670825,0,0,15
