id,device,timestamp,name,value
c745be5b-704e-4f2d-97c9-2fdfe7e26854-52,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009713707,status,resume
c745be5b-704e-4f2d-97c9-2fdfe7e26854-53,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009713728,startColor,n3
c745be5b-704e-4f2d-97c9-2fdfe7e26854-54,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009716018,colorchange,n0
c745be5b-704e-4f2d-97c9-2fdfe7e26854-55,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009716263,colorchange,n4
c745be5b-704e-4f2d-97c9-2fdfe7e26854-56,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009716473,colorchange,n9
c745be5b-704e-4f2d-97c9-2fdfe7e26854-57,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009716765,colorchange,n0
c745be5b-704e-4f2d-97c9-2fdfe7e26854-58,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009716876,colorchange,n8
c745be5b-704e-4f2d-97c9-2fdfe7e26854-59,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009717046,colorchange,n10
c745be5b-704e-4f2d-97c9-2fdfe7e26854-60,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009717254,colorchange,n9
c745be5b-704e-4f2d-97c9-2fdfe7e26854-61,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009717465,colorchange,n8
c745be5b-704e-4f2d-97c9-2fdfe7e26854-62,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009717560,colorchange,n9
c745be5b-704e-4f2d-97c9-2fdfe7e26854-63,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009718271,incorrect,click.yellow:21440
c745be5b-704e-4f2d-97c9-2fdfe7e26854-64,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009718278,highscore,"-1,-1,-1,-1,-1,-1,-1,-1"
c745be5b-704e-4f2d-97c9-2fdfe7e26854-65,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009719125,incorrect,click.yellow:18090
c745be5b-704e-4f2d-97c9-2fdfe7e26854-66,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009720372,incorrect,click.yellow:16435
c745be5b-704e-4f2d-97c9-2fdfe7e26854-67,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009721422,incorrect,click.yellow:15575
c745be5b-704e-4f2d-97c9-2fdfe7e26854-68,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009722798,incorrect,click.yellow:15113
c745be5b-704e-4f2d-97c9-2fdfe7e26854-69,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009738569,incorrect,click.lilac:14860
c745be5b-704e-4f2d-97c9-2fdfe7e26854-70,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009739411,incorrect,escape.orange:25679
c745be5b-704e-4f2d-97c9-2fdfe7e26854-71,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009739496,born,yellow
c745be5b-704e-4f2d-97c9-2fdfe7e26854-72,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009739505,born,black
c745be5b-704e-4f2d-97c9-2fdfe7e26854-73,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009739501,incorrect,escape.black:25678
c745be5b-704e-4f2d-97c9-2fdfe7e26854-74,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009739874,incorrect,click.lilac:16998
c745be5b-704e-4f2d-97c9-2fdfe7e26854-75,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009740997,correct,black:1474
c745be5b-704e-4f2d-97c9-2fdfe7e26854-76,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009741164,born,orange
c745be5b-704e-4f2d-97c9-2fdfe7e26854-77,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009743105,incorrect,click.black:13226
c745be5b-704e-4f2d-97c9-2fdfe7e26854-78,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009744048,incorrect,click.black:12702
c745be5b-704e-4f2d-97c9-2fdfe7e26854-79,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009745041,incorrect,click.black:12418
c745be5b-704e-4f2d-97c9-2fdfe7e26854-80,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009745980,incorrect,click.black:12261
c745be5b-704e-4f2d-97c9-2fdfe7e26854-81,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009746826,incorrect,click.black:12175
c745be5b-704e-4f2d-97c9-2fdfe7e26854-83,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009757256,correct,yellow:17733
c745be5b-704e-4f2d-97c9-2fdfe7e26854-84,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009757388,incorrect,escape.orange:16153
c745be5b-704e-4f2d-97c9-2fdfe7e26854-85,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009757477,born,black
c745be5b-704e-4f2d-97c9-2fdfe7e26854-86,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009757498,born,black
c745be5b-704e-4f2d-97c9-2fdfe7e26854-87,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009759132,incorrect,click.yellow:14199
c745be5b-704e-4f2d-97c9-2fdfe7e26854-88,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009760695,incorrect,click.yellow:14465
c745be5b-704e-4f2d-97c9-2fdfe7e26854-89,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009762420,incorrect,click.yellow:14616
c745be5b-704e-4f2d-97c9-2fdfe7e26854-90,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009763881,incorrect,click.yellow:14701
c745be5b-704e-4f2d-97c9-2fdfe7e26854-92,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009775132,incorrect,escape.black:17522
c745be5b-704e-4f2d-97c9-2fdfe7e26854-93,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009775211,born,orange
c745be5b-704e-4f2d-97c9-2fdfe7e26854-94,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009776371,incorrect,escape.black:18771
c745be5b-704e-4f2d-97c9-2fdfe7e26854-95,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009776454,born,yellow
c745be5b-704e-4f2d-97c9-2fdfe7e26854-96,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009794332,incorrect,escape.orange:19086
c745be5b-704e-4f2d-97c9-2fdfe7e26854-97,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009794414,born,black
c745be5b-704e-4f2d-97c9-2fdfe7e26854-98,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009798354,incorrect,escape.yellow:21670
c745be5b-704e-4f2d-97c9-2fdfe7e26854-99,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009798395,born,lilac
c745be5b-704e-4f2d-97c9-2fdfe7e26854-101,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009813850,incorrect,escape.black:19403
c745be5b-704e-4f2d-97c9-2fdfe7e26854-102,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009813922,born,orange
c745be5b-704e-4f2d-97c9-2fdfe7e26854-103,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009818889,incorrect,escape.lilac:20358
c745be5b-704e-4f2d-97c9-2fdfe7e26854-104,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009818976,born,yellow
c745be5b-704e-4f2d-97c9-2fdfe7e26854-106,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009836689,incorrect,escape.orange:22651
c745be5b-704e-4f2d-97c9-2fdfe7e26854-107,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009836769,born,black
c745be5b-704e-4f2d-97c9-2fdfe7e26854-108,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009840265,incorrect,escape.yellow:21243
c745be5b-704e-4f2d-97c9-2fdfe7e26854-109,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009840325,born,yellow
c745be5b-704e-4f2d-97c9-2fdfe7e26854-110,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009857933,incorrect,escape.black:21041
c745be5b-704e-4f2d-97c9-2fdfe7e26854-111,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009858013,born,lilac
c745be5b-704e-4f2d-97c9-2fdfe7e26854-112,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009863233,incorrect,escape.yellow:22793
c745be5b-704e-4f2d-97c9-2fdfe7e26854-113,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009863267,born,black
c745be5b-704e-4f2d-97c9-2fdfe7e26854-114,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009877541,incorrect,escape.lilac:19496
c745be5b-704e-4f2d-97c9-2fdfe7e26854-115,0183ee85-2057-4c78-b7c8-b69481230b0e,1337009877610,born,yellow
