id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
079ae956-e826-4e0b-8d89-2d588ca76b03-1,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861008,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-2,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861091,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-3,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861126,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-4,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861158,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-5,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861178,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-6,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861197,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-7,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861250,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-8,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861287,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-9,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861310,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-10,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861346,3600,,3600,604802,60,3600,,example,1
079ae956-e826-4e0b-8d89-2d588ca76b03-11,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861361,3600,,3600,604802,60,3600,,example,1
