id,device,timestamp,name,type,value,values_colorsLearned,values_duckColor,values_frogColorToFollow,values_numbersLearned,values_url
2052f4ae-538b-4ba1-a57f-e5712c804e94-147,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,Scene,,"white,red,yellow,blue",white,null,,scenes/tinkrbook_splash.swf
2052f4ae-538b-4ba1-a57f-e5712c804e94-148,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""FingerDown"",""x"":623,""y"":366}1336981154365",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-149,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981154771",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-150,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981155007",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-151,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981155268",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-152,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981155465",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-153,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981155664",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-154,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981155860",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-155,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981156057",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-156,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981156364",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-157,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981156600",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-158,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981156844",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-159,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981157052",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-160,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981157247",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-161,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981158655",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-162,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981158901",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-163,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981159163",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-164,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981159349",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-165,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981159598",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-166,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981159814",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-167,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981159975",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-168,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""FingerDown"",""x"":211,""y"":116}1336981160366",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-169,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""FingerDown"",""x"":158,""y"":102.05}1336981160630",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-170,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""FingerDown"",""x"":138,""y"":111.85}1336981160821",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-171,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981161067",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-172,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981161238",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-173,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981161524",,,,,
2052f4ae-538b-4ba1-a57f-e5712c804e94-174,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,,,"{""type"":""Iconimation"",""name"":""word1""}1336981161739",,,,,
