id,device,timestamp,filename,index,type,value
079ae956-e826-4e0b-8d89-2d588ca76b03-16,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980860,/mnt/external1/edu.mit.media.funf.bgcollector/00000001_04280042447ff257_photo-1336979828.jpg,1,fileCopy,
079ae956-e826-4e0b-8d89-2d588ca76b03-17,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980860,/mnt/external1/edu.mit.media.funf.bgcollector/00000002_04280042447ff257_0c3f3a4a-6df4-4dd2-81ee-47a2d5097ecd_1336980028_mainPipeline.db,2,fileCopy,
079ae956-e826-4e0b-8d89-2d588ca76b03-18,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861,/mnt/external1/edu.mit.media.funf.bgcollector/00000003_04280042447ff257_0c3f3a4a-6df4-4dd2-81ee-47a2d5097ecd_1336980029_mainPipeline.db,3,fileCopy,
079ae956-e826-4e0b-8d89-2d588ca76b03-19,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980861,/mnt/external1/edu.mit.media.funf.bgcollector/00000004_04280042447ff257_photo-1336980128.jpg,4,fileCopy,
079ae956-e826-4e0b-8d89-2d588ca76b03-20,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980862,/mnt/external1/edu.mit.media.funf.bgcollector/00000005_04280042447ff257_photo-1336980428.jpg,5,fileCopy,
079ae956-e826-4e0b-8d89-2d588ca76b03-21,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980862,/mnt/external1/edu.mit.media.funf.bgcollector/00000006_04280042447ff257_0c3f3a4a-6df4-4dd2-81ee-47a2d5097ecd_1336979816_mainPipeline.db,6,fileCopy,
2c76cf82-8055-46d8-bb63-1e56b3af9754-1,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980862,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
2052f4ae-538b-4ba1-a57f-e5712c804e94-142,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,/mnt/external1/edu.mit.media.funf.bgcollector/00000007_04280042447ff257_4470bd7b-8f77-4eb9-9590-9b56b03ae1f0_1336980864_mainPipeline.db,7,fileCopy,
2052f4ae-538b-4ba1-a57f-e5712c804e94-143,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,/mnt/external1/edu.mit.media.funf.bgcollector/00000008_04280042447ff257_photo-1336980945.jpg,8,fileCopy,
2052f4ae-538b-4ba1-a57f-e5712c804e94-144,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,/mnt/external1/edu.mit.media.funf.bgcollector/00000009_04280042447ff257_4470bd7b-8f77-4eb9-9590-9b56b03ae1f0_1336981143_mainPipeline.db,9,fileCopy,
2052f4ae-538b-4ba1-a57f-e5712c804e94-145,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,/mnt/external1/edu.mit.media.funf.bgcollector/00000010_04280042447ff257_photo-1336981545.jpg,10,fileCopy,
2052f4ae-538b-4ba1-a57f-e5712c804e94-146,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982667,/mnt/external1/edu.mit.media.funf.bgcollector/00000011_04280042447ff257_photo-1336982145.jpg,11,fileCopy,
9197701b-36f1-4f1a-a28d-02ea5f6c9a6b-1,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336982668,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
9197701b-36f1-4f1a-a28d-02ea5f6c9a6b-93,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336984487,/mnt/external1/edu.mit.media.funf.bgcollector/00000012_04280042447ff257_tb-1336982668-04280042447ff257.txt,12,fileCopy,
