id,device,timestamp,name,value
2c76cf82-8055-46d8-bb63-1e56b3af9754-50,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980977725,status,resume
2c76cf82-8055-46d8-bb63-1e56b3af9754-51,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980977814,startColor,n10
2c76cf82-8055-46d8-bb63-1e56b3af9754-52,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980980263,incorrect,click.yellow:21440
2c76cf82-8055-46d8-bb63-1e56b3af9754-53,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980980266,highscore,"-1,-1,-1,-1,-1,-1,-1,-1"
2c76cf82-8055-46d8-bb63-1e56b3af9754-55,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980998281,correct,orange:20448
2c76cf82-8055-46d8-bb63-1e56b3af9754-56,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980998541,incorrect,click.yellow:16854
2c76cf82-8055-46d8-bb63-1e56b3af9754-57,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980998695,born,orange
2c76cf82-8055-46d8-bb63-1e56b3af9754-58,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980999231,correct,black:21398
2c76cf82-8055-46d8-bb63-1e56b3af9754-59,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336980999430,born,black
2c76cf82-8055-46d8-bb63-1e56b3af9754-60,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981000034,incorrect,click.yellow:18002
2c76cf82-8055-46d8-bb63-1e56b3af9754-61,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981000282,correct,orange:1439
2c76cf82-8055-46d8-bb63-1e56b3af9754-62,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981000455,born,yellow
2c76cf82-8055-46d8-bb63-1e56b3af9754-63,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981001335,correct,yellow:745
2c76cf82-8055-46d8-bb63-1e56b3af9754-64,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981001522,born,orange
2c76cf82-8055-46d8-bb63-1e56b3af9754-65,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981002113,highscore,"0,-1,-1,-1,-1,-1,-1,-1"
2c76cf82-8055-46d8-bb63-1e56b3af9754-66,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981002122,correct,black:2578
2c76cf82-8055-46d8-bb63-1e56b3af9754-67,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981002404,born,black
2c76cf82-8055-46d8-bb63-1e56b3af9754-68,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981002855,incorrect,click.lilac:11695
2c76cf82-8055-46d8-bb63-1e56b3af9754-69,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981003976,correct,black:987
2c76cf82-8055-46d8-bb63-1e56b3af9754-70,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981004590,correct,orange:2961
2c76cf82-8055-46d8-bb63-1e56b3af9754-71,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981004597,born,lilac
2c76cf82-8055-46d8-bb63-1e56b3af9754-72,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981004770,born,orange
2c76cf82-8055-46d8-bb63-1e56b3af9754-73,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981005298,incorrect,click.yellow:8291
2c76cf82-8055-46d8-bb63-1e56b3af9754-74,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981006527,incorrect,click.black:8384
2c76cf82-8055-46d8-bb63-1e56b3af9754-75,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981007407,correct,lilac:2773
2c76cf82-8055-46d8-bb63-1e56b3af9754-76,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981007574,born,lilac
2c76cf82-8055-46d8-bb63-1e56b3af9754-77,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981008108,correct,lilac:381
2c76cf82-8055-46d8-bb63-1e56b3af9754-78,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981008284,born,lilac
2c76cf82-8055-46d8-bb63-1e56b3af9754-79,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981011918,correct,lilac:3513
2c76cf82-8055-46d8-bb63-1e56b3af9754-80,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981012054,incorrect,click.black:5555
2c76cf82-8055-46d8-bb63-1e56b3af9754-81,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981012243,born,orange
2c76cf82-8055-46d8-bb63-1e56b3af9754-82,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981012635,correct,orange:7715
2c76cf82-8055-46d8-bb63-1e56b3af9754-83,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981012888,correct,orange:504
2c76cf82-8055-46d8-bb63-1e56b3af9754-84,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981013294,born,yellow
2c76cf82-8055-46d8-bb63-1e56b3af9754-85,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981013428,born,yellow
2c76cf82-8055-46d8-bb63-1e56b3af9754-86,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981015162,incorrect,click.lilac:5324
2c76cf82-8055-46d8-bb63-1e56b3af9754-87,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981018942,incorrect,click.orange:5515
2c76cf82-8055-46d8-bb63-1e56b3af9754-88,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981019953,incorrect,click.orange:5626
2c76cf82-8055-46d8-bb63-1e56b3af9754-89,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981020223,correct,yellow:6796
2c76cf82-8055-46d8-bb63-1e56b3af9754-90,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981020490,highscore,"1,-1,-1,-1,-1,-1,-1,-1"
2c76cf82-8055-46d8-bb63-1e56b3af9754-91,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981020607,correct,yellow:6928
2c76cf82-8055-46d8-bb63-1e56b3af9754-92,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981021002,born,orange
2c76cf82-8055-46d8-bb63-1e56b3af9754-93,4470bd7b-8f77-4eb9-9590-9b56b03ae1f0,1336981022039,born,black
