id,device,timestamp,name,type,value,values_colorsLearned,values_duckColor,values_frogColorToFollow,values_numbersLearned,values_url
90022436-2e43-4b38-ba24-839cdaca4b5b-993,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,Scene,,"white,red,yellow,blue",white,null,,scenes/tinkrbook_splash.swf
90022436-2e43-4b38-ba24-839cdaca4b5b-994,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""FingerDown"",""x"":368,""y"":476}1337013590161",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-995,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""FingerDown"",""x"":484,""y"":660}1337014279792",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-996,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""FingerDown"",""x"":171,""y"":111}1337014280750",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-997,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""FingerDown"",""x"":18.95,""y"":61.15}1337014280977",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-998,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""FingerDown"",""x"":235.1,""y"":83.15}1337014281192",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-999,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""Iconimation"",""name"":""word1""}1337014281322",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-1000,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""Iconimation"",""name"":""word1""}1337014281525",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-1001,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""Iconimation"",""name"":""word1""}1337014281730",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-1002,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""FingerDown"",""x"":65,""y"":100}1337014281979",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-1003,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""FingerDown"",""x"":91.5,""y"":31}1337014282317",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-1004,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""Iconimation"",""name"":""word1""}1337014282455",,,,,
90022436-2e43-4b38-ba24-839cdaca4b5b-1005,573fc74c-6206-47cb-9270-4729b3c7993e,1337015297,,,"{""type"":""Iconimation"",""name"":""word1""}1337014283654",,,,,
