id,device,timestamp,name,value
90022436-2e43-4b38-ba24-839cdaca4b5b-60,573fc74c-6206-47cb-9270-4729b3c7993e,1337014259088,status,resume
90022436-2e43-4b38-ba24-839cdaca4b5b-61,573fc74c-6206-47cb-9270-4729b3c7993e,1337014259104,startColor,n5
90022436-2e43-4b38-ba24-839cdaca4b5b-62,573fc74c-6206-47cb-9270-4729b3c7993e,1337014261887,incorrect,click.black:21440
90022436-2e43-4b38-ba24-839cdaca4b5b-63,573fc74c-6206-47cb-9270-4729b3c7993e,1337014261892,highscore,"-1,-1,-1,-1,-1,-1,-1,-1"
90022436-2e43-4b38-ba24-839cdaca4b5b-64,573fc74c-6206-47cb-9270-4729b3c7993e,1337014263385,incorrect,click.yellow:18090
90022436-2e43-4b38-ba24-839cdaca4b5b-65,573fc74c-6206-47cb-9270-4729b3c7993e,1337014266297,correct,orange:7164
90022436-2e43-4b38-ba24-839cdaca4b5b-66,573fc74c-6206-47cb-9270-4729b3c7993e,1337014266470,born,orange
90022436-2e43-4b38-ba24-839cdaca4b5b-67,573fc74c-6206-47cb-9270-4729b3c7993e,1337014268065,incorrect,click.black:13880
90022436-2e43-4b38-ba24-839cdaca4b5b-68,573fc74c-6206-47cb-9270-4729b3c7993e,1337014269712,incorrect,click.lilac:13810
90022436-2e43-4b38-ba24-839cdaca4b5b-69,573fc74c-6206-47cb-9270-4729b3c7993e,1337014270775,colorchange,n3
90022436-2e43-4b38-ba24-839cdaca4b5b-70,573fc74c-6206-47cb-9270-4729b3c7993e,1337014271022,colorchange,n4
90022436-2e43-4b38-ba24-839cdaca4b5b-71,573fc74c-6206-47cb-9270-4729b3c7993e,1337014271680,incorrect,click.yellow:13770
90022436-2e43-4b38-ba24-839cdaca4b5b-196,573fc74c-6206-47cb-9270-4729b3c7993e,1337014459257,status,resume
90022436-2e43-4b38-ba24-839cdaca4b5b-197,573fc74c-6206-47cb-9270-4729b3c7993e,1337014460309,startColor,n4
90022436-2e43-4b38-ba24-839cdaca4b5b-198,573fc74c-6206-47cb-9270-4729b3c7993e,1337014463294,correct,yellow:2952
90022436-2e43-4b38-ba24-839cdaca4b5b-199,573fc74c-6206-47cb-9270-4729b3c7993e,1337014463471,born,yellow
90022436-2e43-4b38-ba24-839cdaca4b5b-200,573fc74c-6206-47cb-9270-4729b3c7993e,1337014464416,correct,yellow:844
90022436-2e43-4b38-ba24-839cdaca4b5b-201,573fc74c-6206-47cb-9270-4729b3c7993e,1337014464582,born,black
90022436-2e43-4b38-ba24-839cdaca4b5b-202,573fc74c-6206-47cb-9270-4729b3c7993e,1337014466045,colorchange,n1
90022436-2e43-4b38-ba24-839cdaca4b5b-203,573fc74c-6206-47cb-9270-4729b3c7993e,1337014466285,colorchange,n2
90022436-2e43-4b38-ba24-839cdaca4b5b-204,573fc74c-6206-47cb-9270-4729b3c7993e,1337014466385,colorchange,n0
90022436-2e43-4b38-ba24-839cdaca4b5b-205,573fc74c-6206-47cb-9270-4729b3c7993e,1337014466771,colorchange,n7
90022436-2e43-4b38-ba24-839cdaca4b5b-206,573fc74c-6206-47cb-9270-4729b3c7993e,1337014466980,colorchange,n2
90022436-2e43-4b38-ba24-839cdaca4b5b-207,573fc74c-6206-47cb-9270-4729b3c7993e,1337014467970,colorchange,n7
90022436-2e43-4b38-ba24-839cdaca4b5b-208,573fc74c-6206-47cb-9270-4729b3c7993e,1337014469317,colorchange,n4
90022436-2e43-4b38-ba24-839cdaca4b5b-209,573fc74c-6206-47cb-9270-4729b3c7993e,1337014471085,correct,orange:10743
90022436-2e43-4b38-ba24-839cdaca4b5b-210,573fc74c-6206-47cb-9270-4729b3c7993e,1337014471295,born,black
90022436-2e43-4b38-ba24-839cdaca4b5b-211,573fc74c-6206-47cb-9270-4729b3c7993e,1337014473694,incorrect,click.orange:12407
90022436-2e43-4b38-ba24-839cdaca4b5b-212,573fc74c-6206-47cb-9270-4729b3c7993e,1337014474922,incorrect,click.orange:11916
90022436-2e43-4b38-ba24-839cdaca4b5b-213,573fc74c-6206-47cb-9270-4729b3c7993e,1337014475860,incorrect,click.lilac:11649
90022436-2e43-4b38-ba24-839cdaca4b5b-214,573fc74c-6206-47cb-9270-4729b3c7993e,1337014476906,incorrect,click.lilac:11502
90022436-2e43-4b38-ba24-839cdaca4b5b-216,573fc74c-6206-47cb-9270-4729b3c7993e,1337014479333,incorrect,click.yellow:11421
90022436-2e43-4b38-ba24-839cdaca4b5b-217,573fc74c-6206-47cb-9270-4729b3c7993e,1337014480574,correct,black:15882
90022436-2e43-4b38-ba24-839cdaca4b5b-218,573fc74c-6206-47cb-9270-4729b3c7993e,1337014480747,born,black
90022436-2e43-4b38-ba24-839cdaca4b5b-219,573fc74c-6206-47cb-9270-4729b3c7993e,1337014482490,incorrect,click.yellow:12044
90022436-2e43-4b38-ba24-839cdaca4b5b-220,573fc74c-6206-47cb-9270-4729b3c7993e,1337014483839,incorrect,click.orange:12734
90022436-2e43-4b38-ba24-839cdaca4b5b-221,573fc74c-6206-47cb-9270-4729b3c7993e,1337014484783,incorrect,click.lilac:13139
90022436-2e43-4b38-ba24-839cdaca4b5b-222,573fc74c-6206-47cb-9270-4729b3c7993e,1337014486714,incorrect,click.orange:13372
90022436-2e43-4b38-ba24-839cdaca4b5b-223,573fc74c-6206-47cb-9270-4729b3c7993e,1337014486729,incorrect,escape.black:15296
90022436-2e43-4b38-ba24-839cdaca4b5b-224,573fc74c-6206-47cb-9270-4729b3c7993e,1337014486828,born,lilac
90022436-2e43-4b38-ba24-839cdaca4b5b-225,573fc74c-6206-47cb-9270-4729b3c7993e,1337014488267,incorrect,click.yellow:13860
90022436-2e43-4b38-ba24-839cdaca4b5b-226,573fc74c-6206-47cb-9270-4729b3c7993e,1337014489589,correct,black:8767
90022436-2e43-4b38-ba24-839cdaca4b5b-227,573fc74c-6206-47cb-9270-4729b3c7993e,1337014489746,born,orange
90022436-2e43-4b38-ba24-839cdaca4b5b-228,573fc74c-6206-47cb-9270-4729b3c7993e,1337014490965,incorrect,click.yellow:12895
90022436-2e43-4b38-ba24-839cdaca4b5b-229,573fc74c-6206-47cb-9270-4729b3c7993e,1337014491911,correct,orange:2081
90022436-2e43-4b38-ba24-839cdaca4b5b-230,573fc74c-6206-47cb-9270-4729b3c7993e,1337014492139,born,black
90022436-2e43-4b38-ba24-839cdaca4b5b-231,573fc74c-6206-47cb-9270-4729b3c7993e,1337014493636,correct,lilac:6782
90022436-2e43-4b38-ba24-839cdaca4b5b-232,573fc74c-6206-47cb-9270-4729b3c7993e,1337014493889,born,orange
90022436-2e43-4b38-ba24-839cdaca4b5b-233,573fc74c-6206-47cb-9270-4729b3c7993e,1337014494933,correct,orange:978
90022436-2e43-4b38-ba24-839cdaca4b5b-234,573fc74c-6206-47cb-9270-4729b3c7993e,1337014495089,born,black
90022436-2e43-4b38-ba24-839cdaca4b5b-235,573fc74c-6206-47cb-9270-4729b3c7993e,1337014495981,incorrect,click.orange:9163
90022436-2e43-4b38-ba24-839cdaca4b5b-236,573fc74c-6206-47cb-9270-4729b3c7993e,1337014498429,correct,black:6107
90022436-2e43-4b38-ba24-839cdaca4b5b-237,573fc74c-6206-47cb-9270-4729b3c7993e,1337014498588,born,yellow
90022436-2e43-4b38-ba24-839cdaca4b5b-238,573fc74c-6206-47cb-9270-4729b3c7993e,1337014506247,incorrect,escape.black:11073
90022436-2e43-4b38-ba24-839cdaca4b5b-239,573fc74c-6206-47cb-9270-4729b3c7993e,1337014506300,born,black
90022436-2e43-4b38-ba24-839cdaca4b5b-240,573fc74c-6206-47cb-9270-4729b3c7993e,1337014506740,correct,yellow:8057
90022436-2e43-4b38-ba24-839cdaca4b5b-241,573fc74c-6206-47cb-9270-4729b3c7993e,1337014509286,born,lilac
90022436-2e43-4b38-ba24-839cdaca4b5b-242,573fc74c-6206-47cb-9270-4729b3c7993e,1337014517061,correct,lilac:7656
90022436-2e43-4b38-ba24-839cdaca4b5b-243,573fc74c-6206-47cb-9270-4729b3c7993e,1337014517219,born,yellow
90022436-2e43-4b38-ba24-839cdaca4b5b-244,573fc74c-6206-47cb-9270-4729b3c7993e,1337014518666,born,black
90022436-2e43-4b38-ba24-839cdaca4b5b-245,573fc74c-6206-47cb-9270-4729b3c7993e,1337014518575,incorrect,escape.black:12144
90022436-2e43-4b38-ba24-839cdaca4b5b-246,573fc74c-6206-47cb-9270-4729b3c7993e,1337014522500,correct,yellow:5182
90022436-2e43-4b38-ba24-839cdaca4b5b-247,573fc74c-6206-47cb-9270-4729b3c7993e,1337014522740,born,yellow
90022436-2e43-4b38-ba24-839cdaca4b5b-248,573fc74c-6206-47cb-9270-4729b3c7993e,1337014523290,correct,yellow:377
90022436-2e43-4b38-ba24-839cdaca4b5b-249,573fc74c-6206-47cb-9270-4729b3c7993e,1337014523602,born,yellow
