id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-1,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969543,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-2,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969550,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-3,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969606,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-4,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969657,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-5,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969700,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-6,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969742,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-7,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969806,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-8,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969844,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-9,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969868,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-10,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969909,3600,,3600,604802,60,3600,,example,1
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-11,573fc74c-6206-47cb-9270-4729b3c7993e,1337005969933,3600,,3600,604802,60,3600,,example,1
