id,device,timestamp,ANDROID_ID,BLUETOOTH_MAC,BRAND,MODEL
a919ec26-39c5-4c6c-b7bd-7e9f0b862f54-17,573fc74c-6206-47cb-9270-4729b3c7993e,1337005971,ccb2e1a21d9f2fe,,motorola,Xoom
46461425-4eaa-47c9-8e23-3d4089635398-64,ea436d39-fc6c-49ec-8d72-39b964b770b2,1336750459,ccb2e1a21d9f2fe,C8:AA:21:D0:AD:54,motorola,Xoom
