id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-1,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039471771,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-2,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039471869,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-3,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039471951,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-4,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039471989,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-5,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039472018,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-6,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039472063,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-7,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039472103,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-8,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039472160,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-9,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039472181,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-10,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039472217,3600,,3600,604802,60,3600,,example,1
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-11,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039472254,3600,,3600,604802,60,3600,,example,1
