id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
82289a09-fdfe-4eeb-8d9e-774a1a716fb0-2,83c9203c-9f64-40a7-973b-b4acd703628a,1337037238,3,1,5
82289a09-fdfe-4eeb-8d9e-774a1a716fb0-5,83c9203c-9f64-40a7-973b-b4acd703628a,1337037348,6,1,15
6ee9f0a3-9a28-4a6b-b575-0b5307a0fc0a-3,83c9203c-9f64-40a7-973b-b4acd703628a,1336577763,1,0,15
6ee9f0a3-9a28-4a6b-b575-0b5307a0fc0a-8,83c9203c-9f64-40a7-973b-b4acd703628a,1336577883,9,2,15
57c63375-e41c-4454-8f4f-5764629801ad-3,83c9203c-9f64-40a7-973b-b4acd703628a,1336576683,0,0,15
57c63375-e41c-4454-8f4f-5764629801ad-7,83c9203c-9f64-40a7-973b-b4acd703628a,1336576803,0,0,15
57c63375-e41c-4454-8f4f-5764629801ad-10,83c9203c-9f64-40a7-973b-b4acd703628a,1336576923,0,0,15
57c63375-e41c-4454-8f4f-5764629801ad-15,83c9203c-9f64-40a7-973b-b4acd703628a,1336577043,0,0,15
57c63375-e41c-4454-8f4f-5764629801ad-18,83c9203c-9f64-40a7-973b-b4acd703628a,1336577163,4,4,15
57c63375-e41c-4454-8f4f-5764629801ad-23,83c9203c-9f64-40a7-973b-b4acd703628a,1336577283,0,0,15
57c63375-e41c-4454-8f4f-5764629801ad-26,83c9203c-9f64-40a7-973b-b4acd703628a,1336577403,0,0,15
57c63375-e41c-4454-8f4f-5764629801ad-29,83c9203c-9f64-40a7-973b-b4acd703628a,1336577523,0,0,15
57c63375-e41c-4454-8f4f-5764629801ad-34,83c9203c-9f64-40a7-973b-b4acd703628a,1336577643,0,0,15
120ee1a3-eb19-4712-a7a5-71db439d2a00-5,83c9203c-9f64-40a7-973b-b4acd703628a,1336573083,0,0,15
120ee1a3-eb19-4712-a7a5-71db439d2a00-8,83c9203c-9f64-40a7-973b-b4acd703628a,1336573203,0,0,15
120ee1a3-eb19-4712-a7a5-71db439d2a00-11,83c9203c-9f64-40a7-973b-b4acd703628a,1336573323,0,0,15
120ee1a3-eb19-4712-a7a5-71db439d2a00-15,83c9203c-9f64-40a7-973b-b4acd703628a,1336573443,0,0,15
120ee1a3-eb19-4712-a7a5-71db439d2a00-19,83c9203c-9f64-40a7-973b-b4acd703628a,1336573563,0,0,15
120ee1a3-eb19-4712-a7a5-71db439d2a00-23,83c9203c-9f64-40a7-973b-b4acd703628a,1336573683,0,0,15
120ee1a3-eb19-4712-a7a5-71db439d2a00-26,83c9203c-9f64-40a7-973b-b4acd703628a,1336573803,0,0,15
120ee1a3-eb19-4712-a7a5-71db439d2a00-30,83c9203c-9f64-40a7-973b-b4acd703628a,1336573923,0,0,15
120ee1a3-eb19-4712-a7a5-71db439d2a00-35,83c9203c-9f64-40a7-973b-b4acd703628a,1336574043,0,0,15
23e0e4e1-b050-4b28-bc21-ac867915f879-2,83c9203c-9f64-40a7-973b-b4acd703628a,1336561484,0,0,15
23e0e4e1-b050-4b28-bc21-ac867915f879-5,83c9203c-9f64-40a7-973b-b4acd703628a,1336561604,0,0,15
23e0e4e1-b050-4b28-bc21-ac867915f879-8,83c9203c-9f64-40a7-973b-b4acd703628a,1336561739,0,0,6
23e0e4e1-b050-4b28-bc21-ac867915f879-10,83c9203c-9f64-40a7-973b-b4acd703628a,1336561850,0,0,15
23e0e4e1-b050-4b28-bc21-ac867915f879-13,83c9203c-9f64-40a7-973b-b4acd703628a,1336561970,0,0,15
23e0e4e1-b050-4b28-bc21-ac867915f879-15,83c9203c-9f64-40a7-973b-b4acd703628a,1336562090,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-3,83c9203c-9f64-40a7-973b-b4acd703628a,1336562210,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-6,83c9203c-9f64-40a7-973b-b4acd703628a,1336562572,0,0,7
3fd757bb-defb-41b9-ba51-584c939d68c2-8,83c9203c-9f64-40a7-973b-b4acd703628a,1336562684,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-11,83c9203c-9f64-40a7-973b-b4acd703628a,1336562804,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-14,83c9203c-9f64-40a7-973b-b4acd703628a,1336562935,0,0,10
3fd757bb-defb-41b9-ba51-584c939d68c2-16,83c9203c-9f64-40a7-973b-b4acd703628a,1336563050,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-20,83c9203c-9f64-40a7-973b-b4acd703628a,1336563471,0,0,8
3fd757bb-defb-41b9-ba51-584c939d68c2-23,83c9203c-9f64-40a7-973b-b4acd703628a,1336563775,0,0,5
3fd757bb-defb-41b9-ba51-584c939d68c2-27,83c9203c-9f64-40a7-973b-b4acd703628a,1336564369,0,0,10
3fd757bb-defb-41b9-ba51-584c939d68c2-29,83c9203c-9f64-40a7-973b-b4acd703628a,1336564484,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-32,83c9203c-9f64-40a7-973b-b4acd703628a,1336564604,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-35,83c9203c-9f64-40a7-973b-b4acd703628a,1336564736,0,0,8
3fd757bb-defb-41b9-ba51-584c939d68c2-37,83c9203c-9f64-40a7-973b-b4acd703628a,1336564849,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-41,83c9203c-9f64-40a7-973b-b4acd703628a,1336564969,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-42,83c9203c-9f64-40a7-973b-b4acd703628a,1336565089,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-45,83c9203c-9f64-40a7-973b-b4acd703628a,1336565209,0,0,15
3fd757bb-defb-41b9-ba51-584c939d68c2-48,83c9203c-9f64-40a7-973b-b4acd703628a,1336565571,0,0,8
3fd757bb-defb-41b9-ba51-584c939d68c2-51,83c9203c-9f64-40a7-973b-b4acd703628a,1336565684,0,1,15
f64d7756-333d-4124-b616-203c23ad4127-2,83c9203c-9f64-40a7-973b-b4acd703628a,1336565804,0,0,15
f64d7756-333d-4124-b616-203c23ad4127-5,83c9203c-9f64-40a7-973b-b4acd703628a,1336566172,0,0,8
f64d7756-333d-4124-b616-203c23ad4127-7,83c9203c-9f64-40a7-973b-b4acd703628a,1336566285,0,0,15
f64d7756-333d-4124-b616-203c23ad4127-10,83c9203c-9f64-40a7-973b-b4acd703628a,1336566405,0,0,15
f64d7756-333d-4124-b616-203c23ad4127-12,83c9203c-9f64-40a7-973b-b4acd703628a,1336566685,0,0,10
f64d7756-333d-4124-b616-203c23ad4127-16,83c9203c-9f64-40a7-973b-b4acd703628a,1336567073,0,0,7
f64d7756-333d-4124-b616-203c23ad4127-18,83c9203c-9f64-40a7-973b-b4acd703628a,1336567185,0,0,15
f64d7756-333d-4124-b616-203c23ad4127-21,83c9203c-9f64-40a7-973b-b4acd703628a,1336567305,0,0,15
