id,device,timestamp,name,value
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-56,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039790814,status,resume
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-57,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039790888,startColor,n5
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-58,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039793644,incorrect,click.orange:21440
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-59,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039793651,highscore,"-1,-1,-1,-1,-1,-1,-1,-1"
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-60,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039795026,incorrect,click.orange:18090
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-61,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039796348,incorrect,click.orange:16435
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-62,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039797735,correct,black:6839
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-63,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039797912,born,orange
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-65,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039808275,colorchange,n7
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-66,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039811064,colorchange,n1
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-67,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039813754,colorchange,n7
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-68,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039816204,incorrect,escape.orange:18132
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-69,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039816298,born,orange
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-70,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039816446,colorchange,n5
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-71,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039818252,correct,orange:1930
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-72,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039818329,incorrect,escape.yellow:27433
