id,device,timestamp,health,icon-small,invalid_charger,level,plugged,present,scale,status,technology,temperature,voltage
82289a09-fdfe-4eeb-8d9e-774a1a716fb0-7,83c9203c-9f64-40a7-973b-b4acd703628a,1337037227,2,17302707,0,73,0,True,100,4,Li-ion,288,7847
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-12,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039472,2,17302707,0,64,0,True,100,4,Li-ion,268,7749
a9e5aca0-2603-4b85-989e-9eaf4fe4a675-13,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039472,2,17302707,0,64,0,True,100,4,Li-ion,268,7749
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-44,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039636,2,17302707,0,63,0,True,100,4,Li-ion,262,7671
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-54,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039636,2,17302707,0,63,0,True,100,4,Li-ion,262,7671
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-80,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337039837,2,17302707,0,62,0,True,100,4,Li-ion,257,7642
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-149,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337040037,2,17302707,0,61,0,True,100,4,Li-ion,257,7661
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-151,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337040037,2,17302707,0,61,0,True,100,4,Li-ion,257,7661
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-186,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337040287,2,17302707,0,60,0,True,100,4,Li-ion,277,7651
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-188,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337040287,2,17302707,0,60,0,True,100,4,Li-ion,277,7651
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-191,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337040487,2,17302707,0,59,0,True,100,4,Li-ion,280,7642
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-249,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337040487,2,17302707,0,59,0,True,100,4,Li-ion,280,7642
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-252,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337040740,2,17302707,0,58,0,True,100,4,Li-ion,282,7622
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-256,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337040943,2,17302707,0,57,0,True,100,4,Li-ion,282,7612
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-258,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337040943,2,17302707,0,57,0,True,100,4,Li-ion,282,7612
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-262,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337041193,2,17302707,0,56,0,True,100,4,Li-ion,282,7603
69b67c69-0567-4ea0-b26c-24aefcfc3f5e-264,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337041193,2,17302707,0,56,0,True,100,4,Li-ion,282,7603
c00a1d33-42b5-41d0-901d-2299ba022092-5,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337041393,2,17302707,0,55,0,True,100,4,Li-ion,282,7593
c00a1d33-42b5-41d0-901d-2299ba022092-9,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337041393,2,17302707,0,55,0,True,100,4,Li-ion,282,7593
c00a1d33-42b5-41d0-901d-2299ba022092-11,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337041643,2,17302707,0,54,0,True,100,4,Li-ion,283,7583
c00a1d33-42b5-41d0-901d-2299ba022092-15,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337041643,2,17302707,0,54,0,True,100,4,Li-ion,283,7583
c00a1d33-42b5-41d0-901d-2299ba022092-18,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337041943,2,17302707,0,53,0,True,100,4,Li-ion,282,7573
c00a1d33-42b5-41d0-901d-2299ba022092-22,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337042094,2,17302707,0,52,0,True,100,4,Li-ion,282,7573
c00a1d33-42b5-41d0-901d-2299ba022092-24,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337042094,2,17302707,0,52,0,True,100,4,Li-ion,282,7573
c00a1d33-42b5-41d0-901d-2299ba022092-29,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337042394,2,17302707,0,51,0,True,100,4,Li-ion,282,7564
c00a1d33-42b5-41d0-901d-2299ba022092-31,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337042394,2,17302707,0,51,0,True,100,4,Li-ion,282,7564
c00a1d33-42b5-41d0-901d-2299ba022092-67,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337042594,2,17302707,0,50,0,True,100,4,Li-ion,282,7554
c00a1d33-42b5-41d0-901d-2299ba022092-71,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337042594,2,17302707,0,50,0,True,100,4,Li-ion,282,7554
c00a1d33-42b5-41d0-901d-2299ba022092-73,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337042844,2,17302707,0,49,0,True,100,4,Li-ion,282,7544
c00a1d33-42b5-41d0-901d-2299ba022092-77,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337043044,2,17302707,0,48,0,True,100,4,Li-ion,282,7544
c00a1d33-42b5-41d0-901d-2299ba022092-78,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337043044,2,17302707,0,48,0,True,100,4,Li-ion,282,7544
c00a1d33-42b5-41d0-901d-2299ba022092-84,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337043294,2,17302707,0,47,0,True,100,4,Li-ion,285,7534
c00a1d33-42b5-41d0-901d-2299ba022092-86,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337043294,2,17302707,0,47,0,True,100,4,Li-ion,285,7534
c00a1d33-42b5-41d0-901d-2299ba022092-89,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337043495,2,17302707,0,46,0,True,100,4,Li-ion,287,7505
c00a1d33-42b5-41d0-901d-2299ba022092-114,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337043495,2,17302707,0,46,0,True,100,4,Li-ion,287,7505
c00a1d33-42b5-41d0-901d-2299ba022092-116,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337043745,2,17302707,0,45,0,True,100,4,Li-ion,290,7524
c00a1d33-42b5-41d0-901d-2299ba022092-123,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337043745,2,17302707,0,45,0,True,100,4,Li-ion,290,7524
c00a1d33-42b5-41d0-901d-2299ba022092-124,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337043998,2,17302707,0,44,0,True,100,4,Li-ion,287,7515
c00a1d33-42b5-41d0-901d-2299ba022092-130,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337044198,2,17302707,0,43,0,True,100,4,Li-ion,288,7495
c00a1d33-42b5-41d0-901d-2299ba022092-132,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337044198,2,17302707,0,43,0,True,100,4,Li-ion,288,7495
c00a1d33-42b5-41d0-901d-2299ba022092-136,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337044448,2,17302707,0,42,0,True,100,4,Li-ion,291,7485
c00a1d33-42b5-41d0-901d-2299ba022092-140,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337044448,2,17302707,0,42,0,True,100,4,Li-ion,291,7485
c00a1d33-42b5-41d0-901d-2299ba022092-142,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337044600,2,17302707,0,41,0,True,100,4,Li-ion,292,7485
c00a1d33-42b5-41d0-901d-2299ba022092-148,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337044850,2,17302707,0,40,0,True,100,4,Li-ion,290,7495
c00a1d33-42b5-41d0-901d-2299ba022092-149,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337044850,2,17302707,0,40,0,True,100,4,Li-ion,290,7495
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-5,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337045050,2,17302707,0,39,0,True,100,4,Li-ion,290,7485
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-8,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337045050,2,17302707,0,39,0,True,100,4,Li-ion,290,7485
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-11,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337045300,2,17302707,0,38,0,True,100,4,Li-ion,288,7485
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-15,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337045300,2,17302707,0,38,0,True,100,4,Li-ion,288,7485
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-18,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337045601,2,17302707,0,37,0,True,100,4,Li-ion,290,7476
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-22,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337045601,2,17302707,0,37,0,True,100,4,Li-ion,290,7476
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-23,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337045801,2,17302707,0,36,0,True,100,4,Li-ion,290,7466
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-29,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337046051,2,17302707,0,35,0,True,100,4,Li-ion,290,7466
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-30,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337046051,2,17302707,0,35,0,True,100,4,Li-ion,290,7466
f0c6bef6-c726-4798-99b2-3ff0fffa9e84-34,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337046253,2,17302707,0,34,0,True,100,4,Li-ion,290,7466
cf152f15-ba26-41ad-ac11-6e8a081b47a1-2,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337046253,2,17302707,0,34,0,True,100,4,Li-ion,290,7466
cf152f15-ba26-41ad-ac11-6e8a081b47a1-5,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337046503,2,17302707,0,33,0,True,100,4,Li-ion,290,7456
cf152f15-ba26-41ad-ac11-6e8a081b47a1-10,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337046503,2,17302707,0,33,0,True,100,4,Li-ion,290,7456
cf152f15-ba26-41ad-ac11-6e8a081b47a1-11,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337046703,2,17302707,0,32,0,True,100,4,Li-ion,288,7446
cf152f15-ba26-41ad-ac11-6e8a081b47a1-16,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337046953,2,17302707,0,31,0,True,100,4,Li-ion,290,7427
cf152f15-ba26-41ad-ac11-6e8a081b47a1-17,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337046953,2,17302707,0,31,0,True,100,4,Li-ion,290,7427
cf152f15-ba26-41ad-ac11-6e8a081b47a1-23,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337047153,2,17302707,0,30,0,True,100,4,Li-ion,291,7407
cf152f15-ba26-41ad-ac11-6e8a081b47a1-25,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337047153,2,17302707,0,30,0,True,100,4,Li-ion,291,7407
cf152f15-ba26-41ad-ac11-6e8a081b47a1-28,a552dd47-b5f0-4282-b4bf-b2ec91d30a54,1337047354,2,17302707,0,29,0,True,100,4,Li-ion,292,7407
