id,device,timestamp,name,value
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-37,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088090694,status,resume
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-38,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088090711,startColor,n6
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-39,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088092357,correct,black:1641
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-40,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088092534,born,orange
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-41,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088093020,correct,yellow:2304
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-42,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088093223,born,lilac
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-43,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088094041,correct,lilac:721
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-44,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088094215,born,lilac
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-45,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088094549,correct,lilac:230
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-46,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088094706,born,black
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-47,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088095066,incorrect,click.yellow:10340
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-48,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088095071,highscore,"-1,-1,-1,-1,-1,-1,-1,-1"
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-49,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088095611,correct,black:784
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-50,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088095775,born,yellow
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-51,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088096151,highscore,"0,-1,-1,-1,-1,-1,-1,-1"
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-52,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088096157,correct,orange:3506
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-53,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088096310,colorchange,n10
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-54,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088096447,born,yellow
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-55,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088104876,incorrect,escape.yellow:8189
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-56,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088104930,born,lilac
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-57,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088106688,incorrect,escape.yellow:10786
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-58,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337088106730,born,black
