id,device,timestamp,name,type,value,values_colorsLearned,values_duckColor,values_frogColorToFollow,values_numbersLearned,values_url,x,y
5f71f1a4-075c-4a5f-a194-55aaf304f933-101,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,Scene,,"white,red,yellow,blue",white,null,,scenes/tinkrbook_splash.swf,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-102,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,Baby,TinkrWord,,,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-103,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""Iconimation"",""name"":""word1""}1337088121042",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-104,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""FingerDown"",""x"":79,""y"":80}1337088122065",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-105,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""FingerDown"",""x"":46,""y"":91}1337088123325",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-106,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""Iconimation"",""name"":""word1""}1337088123839",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-107,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""Iconimation"",""name"":""word1""}1337088125494",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-108,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""FingerDown"",""x"":190,""y"":113}1337088127014",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-109,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""FingerDown"",""x"":76,""y"":80}1337088128417",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-110,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""FingerDown"",""x"":48,""y"":132}1337088132007",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-111,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""Iconimation"",""name"":""word1""}1337088132397",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-112,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""FingerDown"",""x"":146,""y"":106}1337088133953",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-113,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""FingerDown"",""x"":990,""y"":499}1337091111098",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-114,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""FingerDown"",""x"":18,""y"":81}1337091113312",,,,,,,
5f71f1a4-075c-4a5f-a194-55aaf304f933-115,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091718,,,"{""type"":""Iconimation"",""name"":""word1""}1337091113891",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-206,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,Scene,,"white,red,yellow,blue",white,null,,scenes/tinkrbook_splash.swf,,
2d0b144a-12a9-4217-a050-526972ee6bd8-207,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,D,TinkrWord,,,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-208,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":58,""y"":79}1337092201652",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-209,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""Iconimation"",""name"":""word1""}1337092202104",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-210,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":118.85,""y"":47.3}1337092203126",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-211,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":93,""y"":48}1337092203909",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-212,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":111.2,""y"":77.35}1337092204048",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-213,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":49.2,""y"":12.8}1337092205302",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-214,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":37,""y"":44}1337092206232",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-215,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":8,""y"":36}1337092206477",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-216,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":31,""y"":29}1337092206933",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-217,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":116,""y"":40}1337092208618",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-218,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":40,""y"":40}1337092209898",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-219,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":121,""y"":44}1337092211817",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-220,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":66,""y"":26}1337092212792",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-221,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":60,""y"":42}1337092213729",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-222,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""FingerDown"",""x"":35,""y"":103}1337092214453",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-223,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""Iconimation"",""name"":""word1""}1337092214820",,,,,,,
2d0b144a-12a9-4217-a050-526972ee6bd8-224,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337092672,,,"{""type"":""Iconimation"",""name"":""word1""}1337092215349",,,,,,,
6b9497a0-d8cf-4d10-b818-2083024d70c9-165,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093601,,Scene,,"white,red,yellow,blue",white,null,,scenes/tinkrbook_splash.swf,,
6b9497a0-d8cf-4d10-b818-2083024d70c9-166,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093601,,,"{""type"":""FingerDown"",""x"":427,""y"":341}1337093096351",,,,,,,
