id,device,timestamp,ANDROID_ID,BRAND,MODEL
8ea285c1-c24c-4625-b0e7-4850dafa4da1-15,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040433,ccb2e1a21d9f2fe,motorola,Xoom
