id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
8ea285c1-c24c-4625-b0e7-4850dafa4da1-1,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040432631,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-2,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040432739,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-3,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040432772,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-4,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040432795,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-5,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040432822,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-6,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040432881,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-7,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040432910,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-8,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040432939,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-9,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040432955,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-10,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040433002,3600,,3600,604802,60,3600,,example,1
8ea285c1-c24c-4625-b0e7-4850dafa4da1-11,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040433027,3600,,3600,604802,60,3600,,example,1
