id,device,timestamp,SCREEN_ON
9e9210f0-19e1-43b9-9f0f-be06c21faf00-4,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337040549,False
9e9210f0-19e1-43b9-9f0f-be06c21faf00-19,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337041227,True
ecb3e0d1-e047-4ba5-8e26-d1be6bdeb158-11,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337087986,True
5f71f1a4-075c-4a5f-a194-55aaf304f933-7,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337090920,False
5f71f1a4-075c-4a5f-a194-55aaf304f933-8,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337090932,True
5f71f1a4-075c-4a5f-a194-55aaf304f933-9,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337090949,False
5f71f1a4-075c-4a5f-a194-55aaf304f933-14,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337091072,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-125,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093367,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-126,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093367,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-127,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093369,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-128,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093369,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-129,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093370,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-130,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093370,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-131,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093371,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-132,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093371,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-133,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093372,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-134,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093372,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-135,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093373,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-136,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093373,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-137,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093374,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-138,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093374,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-139,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093375,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-140,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093375,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-141,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093376,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-142,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093376,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-143,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093377,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-144,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093377,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-145,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093380,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-146,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093380,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-147,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093381,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-148,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093381,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-149,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093382,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-150,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093383,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-151,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093395,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-152,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093395,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-153,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093397,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-154,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093397,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-155,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093398,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-156,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093398,True
6b9497a0-d8cf-4d10-b818-2083024d70c9-157,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093400,False
6b9497a0-d8cf-4d10-b818-2083024d70c9-158,e7609364-ae0d-48d1-b3a8-7450c52b1679,1337093401,True
