id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
c6a8befc-335a-4ef7-895f-2f7aa0ece48e-2,25072cab-6249-44f2-b5d2-2db282bae918,1336747791,0,0,10
c6a8befc-335a-4ef7-895f-2f7aa0ece48e-5,25072cab-6249-44f2-b5d2-2db282bae918,1336747918,0,0,3
c6a8befc-335a-4ef7-895f-2f7aa0ece48e-7,25072cab-6249-44f2-b5d2-2db282bae918,1336748026,0,0,15
c6a8befc-335a-4ef7-895f-2f7aa0ece48e-9,25072cab-6249-44f2-b5d2-2db282bae918,1336748146,0,0,15
c6a8befc-335a-4ef7-895f-2f7aa0ece48e-13,25072cab-6249-44f2-b5d2-2db282bae918,1336748266,0,0,15
eb9d858d-4184-4ed5-affb-dccf154be183-2,25072cab-6249-44f2-b5d2-2db282bae918,1336747430,0,0,15
eb9d858d-4184-4ed5-affb-dccf154be183-5,25072cab-6249-44f2-b5d2-2db282bae918,1336747550,1,0,15
251a38a9-d031-41bb-9931-2e736b353549-2,25072cab-6249-44f2-b5d2-2db282bae918,1336744243,0,0,15
251a38a9-d031-41bb-9931-2e736b353549-7,25072cab-6249-44f2-b5d2-2db282bae918,1336744363,2,2,15
251a38a9-d031-41bb-9931-2e736b353549-10,25072cab-6249-44f2-b5d2-2db282bae918,1336744483,4,5,15
251a38a9-d031-41bb-9931-2e736b353549-15,25072cab-6249-44f2-b5d2-2db282bae918,1336744603,2,6,15
251a38a9-d031-41bb-9931-2e736b353549-17,25072cab-6249-44f2-b5d2-2db282bae918,1336744723,3,5,15
251a38a9-d031-41bb-9931-2e736b353549-21,25072cab-6249-44f2-b5d2-2db282bae918,1336744843,0,4,15
251a38a9-d031-41bb-9931-2e736b353549-25,25072cab-6249-44f2-b5d2-2db282bae918,1336744963,14,0,15
251a38a9-d031-41bb-9931-2e736b353549-28,25072cab-6249-44f2-b5d2-2db282bae918,1336745083,2,0,15
251a38a9-d031-41bb-9931-2e736b353549-33,25072cab-6249-44f2-b5d2-2db282bae918,1336745211,0,0,7
251a38a9-d031-41bb-9931-2e736b353549-35,25072cab-6249-44f2-b5d2-2db282bae918,1336745337,0,0,1
251a38a9-d031-41bb-9931-2e736b353549-37,25072cab-6249-44f2-b5d2-2db282bae918,1336745449,0,0,9
251a38a9-d031-41bb-9931-2e736b353549-41,25072cab-6249-44f2-b5d2-2db282bae918,1336745577,0,0,9
251a38a9-d031-41bb-9931-2e736b353549-43,25072cab-6249-44f2-b5d2-2db282bae918,1336745691,0,0,15
251a38a9-d031-41bb-9931-2e736b353549-46,25072cab-6249-44f2-b5d2-2db282bae918,1336745811,0,0,15
251a38a9-d031-41bb-9931-2e736b353549-48,25072cab-6249-44f2-b5d2-2db282bae918,1336745944,0,0,2
251a38a9-d031-41bb-9931-2e736b353549-51,25072cab-6249-44f2-b5d2-2db282bae918,1336746051,0,0,15
251a38a9-d031-41bb-9931-2e736b353549-55,25072cab-6249-44f2-b5d2-2db282bae918,1336746414,0,0,11
251a38a9-d031-41bb-9931-2e736b353549-56,25072cab-6249-44f2-b5d2-2db282bae918,1336746530,0,0,15
251a38a9-d031-41bb-9931-2e736b353549-59,25072cab-6249-44f2-b5d2-2db282bae918,1336746650,0,0,15
251a38a9-d031-41bb-9931-2e736b353549-62,25072cab-6249-44f2-b5d2-2db282bae918,1336746770,0,0,15
251a38a9-d031-41bb-9931-2e736b353549-65,25072cab-6249-44f2-b5d2-2db282bae918,1336746977,0,0,11
251a38a9-d031-41bb-9931-2e736b353549-68,25072cab-6249-44f2-b5d2-2db282bae918,1336747316,0,0,9
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-4,25072cab-6249-44f2-b5d2-2db282bae918,1336741963,0,0,15
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-8,25072cab-6249-44f2-b5d2-2db282bae918,1336742083,0,0,15
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-12,25072cab-6249-44f2-b5d2-2db282bae918,1336742203,0,0,15
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-16,25072cab-6249-44f2-b5d2-2db282bae918,1336742323,4,4,15
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-19,25072cab-6249-44f2-b5d2-2db282bae918,1336742443,1,2,15
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-24,25072cab-6249-44f2-b5d2-2db282bae918,1336742576,0,0,2
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-26,25072cab-6249-44f2-b5d2-2db282bae918,1336742683,0,1,15
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-31,25072cab-6249-44f2-b5d2-2db282bae918,1336742803,0,0,15
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-34,25072cab-6249-44f2-b5d2-2db282bae918,1336742923,14,0,15
4a085bce-0ce1-47cd-b210-7fb7400ccfe8-38,25072cab-6249-44f2-b5d2-2db282bae918,1336743043,14,0,15
