id,device,timestamp,value
56e61adb-9990-4602-b4ea-ac26fb63c709-1,3bcff014-e2f8-41e9-a977-b05724386e5c,214335,moved files automatically
273df077-3b85-4740-9dc9-e1fe87d4de32-1,3bcff014-e2f8-41e9-a977-b05724386e5c,229885,moved files automatically
3254b161-9813-4808-a410-d6e3b0a972a5-1,3bcff014-e2f8-41e9-a977-b05724386e5c,213469,moved files automatically
c212449e-3213-4514-95ec-e6fe53139081-1,3bcff014-e2f8-41e9-a977-b05724386e5c,212948,moved files automatically
568a95d3-1ca6-4e09-84c5-32bdb7e2934e-1,3bcff014-e2f8-41e9-a977-b05724386e5c,212593,moved files automatically
e8ce4a20-a1c6-47d7-af02-52a61a03afab-1,3bcff014-e2f8-41e9-a977-b05724386e5c,212293,moved files automatically
92d14583-55df-45a4-bafc-959886766b6e-1,3bcff014-e2f8-41e9-a977-b05724386e5c,211969,moved files automatically
c1c1416f-70bb-4b91-855f-510934067a89-1,3bcff014-e2f8-41e9-a977-b05724386e5c,211669,moved files automatically
249ed9b7-2e38-4e2e-9df5-b468845ad88d-1,3bcff014-e2f8-41e9-a977-b05724386e5c,206239,moved files automatically
267c9e65-7bc6-4212-b632-426143f5e42b-1,3bcff014-e2f8-41e9-a977-b05724386e5c,202339,moved files automatically
4b6dc2db-bb77-4093-9a6c-735dbc2392f8-1,3bcff014-e2f8-41e9-a977-b05724386e5c,199699,moved files automatically
c4a66b92-753f-48e4-a925-b55338dd0996-1,3bcff014-e2f8-41e9-a977-b05724386e5c,198860,moved files automatically
c72f3e4f-bc9a-40a7-be70-860107e756db-1,3bcff014-e2f8-41e9-a977-b05724386e5c,194570,moved files automatically
03275f76-83a2-4a37-abeb-8e53a58bc988-1,3bcff014-e2f8-41e9-a977-b05724386e5c,187849,moved files automatically
e44ff93c-5533-4b0b-b7af-958c8a50f64e-1,3bcff014-e2f8-41e9-a977-b05724386e5c,183561,moved files automatically
5258adcb-fcdf-453c-b11a-9a08bf175805-1,3bcff014-e2f8-41e9-a977-b05724386e5c,179119,moved files automatically
a8348454-65c5-4078-9dce-d59c186275ca-1,3bcff014-e2f8-41e9-a977-b05724386e5c,177679,moved files automatically
47338118-75a5-4813-a032-217920d11007-1,3bcff014-e2f8-41e9-a977-b05724386e5c,176111,moved files automatically
1e3d269a-2328-49be-8fb5-65175eabdc36-1,3bcff014-e2f8-41e9-a977-b05724386e5c,175811,moved files automatically
0f465dad-7a87-410f-9e0d-6b92ad97df30-1,3bcff014-e2f8-41e9-a977-b05724386e5c,175511,moved files automatically
7651259c-4fd2-49ae-8e51-c19f603cd6ce-1,3bcff014-e2f8-41e9-a977-b05724386e5c,175211,moved files automatically
112b2f5f-90d2-4a22-b37c-f3d69b9789cd-1,3bcff014-e2f8-41e9-a977-b05724386e5c,174911,moved files automatically
3994968a-7530-4cd7-81f1-711ce7c216c4-1,3bcff014-e2f8-41e9-a977-b05724386e5c,174611,moved files automatically
cf0f675e-a6d9-49f0-af81-c2380beb8a15-1,3bcff014-e2f8-41e9-a977-b05724386e5c,174311,moved files automatically
