id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
a7bb3289-6c59-474b-8b4f-4ee4d7a93966-22,3bcff014-e2f8-41e9-a977-b05724386e5c,1335232885,1,0,15
73ffc1d2-bc4f-4ad2-9fe1-f21f7a3cf43d-2,3bcff014-e2f8-41e9-a977-b05724386e5c,1335233005,0,0,15
2dd123e6-7ad1-4743-83d4-7a0f3932def6-3,3bcff014-e2f8-41e9-a977-b05724386e5c,1335232525,3,1,15
4d02ce53-0e0c-44f1-910d-967db284c6c9-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335232645,8,4,15
3de0a0ad-4928-44c3-aa78-6e3ded238457-2,3bcff014-e2f8-41e9-a977-b05724386e5c,1335232765,2,1,15
72d27250-ca72-4395-ade4-4c085771b749-20,3bcff014-e2f8-41e9-a977-b05724386e5c,1335232285,8,5,15
5a896b4f-2bd7-4a26-88d5-ee12dd3581bb-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335232405,13,1,15
d75f7468-251a-431b-abfd-bcdaeb58d2da-3,3bcff014-e2f8-41e9-a977-b05724386e5c,1335231925,12,0,13
d75f7468-251a-431b-abfd-bcdaeb58d2da-4,3bcff014-e2f8-41e9-a977-b05724386e5c,1335231940,0,0,1
0c0ccfae-5646-4e6e-992e-3c86e8bd2794-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335232045,14,0,15
04154554-8e92-4783-875e-276c40057142-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335232165,14,0,15
1723f7a0-892f-4e6a-a508-0261b3f1e432-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335231445,0,0,15
d290b5b3-b008-4935-a073-0baf9999780b-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335231565,0,0,15
d2d0cb86-7197-4c72-ab8c-5dad4afe477f-21,3bcff014-e2f8-41e9-a977-b05724386e5c,1335231685,14,0,15
c3370f6e-ff26-4488-9781-3d46e87d2974-2,3bcff014-e2f8-41e9-a977-b05724386e5c,1335231805,14,0,15
90a9769a-021e-4839-89ad-964967206f24-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335230616,0,0,4
151bd31e-a585-4a43-bd82-ecbbbcdba606-2,3bcff014-e2f8-41e9-a977-b05724386e5c,1335230725,0,0,15
7bc2cd84-a795-4c33-ae77-1ca6c94ac7be-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335230852,0,0,8
38847009-ed0a-4880-bf34-2ec28e8baadf-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335230965,1,0,15
948b8dca-bdcf-4b40-be0e-e08e41994c1f-19,3bcff014-e2f8-41e9-a977-b05724386e5c,1335231095,0,0,5
4e73c47b-6f7a-49de-8b44-2c9464bc9cff-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335231205,0,0,15
4f6fcb2c-b127-4e21-9706-b7386fa673a8-2,3bcff014-e2f8-41e9-a977-b05724386e5c,1335231325,0,0,15
7fddcf1c-348a-4b9a-bcf4-82e09a1cdde7-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335230125,0,0,15
0f0bef04-6832-4c4d-b565-7e05072619b6-2,3bcff014-e2f8-41e9-a977-b05724386e5c,1335230245,0,0,15
78e08e54-5bed-4f07-9b55-4ebecf0a10fc-1,3bcff014-e2f8-41e9-a977-b05724386e5c,1335230365,0,0,15
d7cdbde6-b8a6-4dd1-9a13-c03283bea304-21,3bcff014-e2f8-41e9-a977-b05724386e5c,1335230485,0,0,15
bfdb75f8-e917-4e04-9a6e-919689650953-4,3bcff014-e2f8-41e9-a977-b05724386e5c,1335229765,5,2,15
5d095c8c-1d3e-4838-823b-66ce9b6e9a6e-18,3bcff014-e2f8-41e9-a977-b05724386e5c,1335229885,0,0,13
