id,device,timestamp,date,type
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-12,7a0741f5-f85d-4fdc-888d-64fed060f071,1273883627,1273883627,InvalidDateDetected
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-95,7a0741f5-f85d-4fdc-888d-64fed060f071,1273797463,1273797463,GpsDateFixOld
dd1232ef-4bd9-42bf-af6b-c9f5fa903230-96,7a0741f5-f85d-4fdc-888d-64fed060f071,1273797463,1337010117,GpsDateFixNew
