id,device,timestamp,ANDROID_ID,BLUETOOTH_MAC,BRAND,MODEL,WIFI_MAC
348a8d72-dac6-4a91-a571-f86dffe45835-4,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337006821,ccb2e1a21d9f2fe,,motorola,Xoom,C8:AA:21:AB:DB:F3
1d5bddeb-8fb9-4b23-b4c1-578e71e1db84-26,7d34295d-3805-4724-af91-05f064298078,1336665124,ccb2e1a21d9f2fe,C8:AA:21:AB:D4:AA,motorola,Xoom,
