id,device,timestamp,filename,index,type,value
73713f2c-611b-4646-8b44-b8244d149de8-12,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337006819,/mnt/external1/edu.mit.media.funf.bgcollector/00000001_038892044060d517_7d34295d-3805-4724-af91-05f064298078_1337006405_mainPipeline.db,1,fileCopy,
348a8d72-dac6-4a91-a571-f86dffe45835-1,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337006819,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
348a8d72-dac6-4a91-a571-f86dffe45835-7,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337006960,/mnt/external1/edu.mit.media.funf.bgcollector/00000002_038892044060d517_49b2ef86-063e-4ca0-8a49-5de11be8c3bc_1337006822_mainPipeline.db,2,fileCopy,
5191108a-d8e0-47ac-8ea7-e30fc0421035-1,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337006961,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
5191108a-d8e0-47ac-8ea7-e30fc0421035-5,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337009391,/mnt/external1/edu.mit.media.funf.bgcollector/00000003_038892044060d517_49b2ef86-063e-4ca0-8a49-5de11be8c3bc_1337006965_mainPipeline.db,3,fileCopy,
2fc0a34c-b5a5-4e0d-beca-e618318a5e42-1,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337009391,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
03372c92-65c1-47fe-8d89-4156332af25f-5,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337011200,/mnt/external1/edu.mit.media.funf.bgcollector/00000004_038892044060d517_49b2ef86-063e-4ca0-8a49-5de11be8c3bc_1337009396_mainPipeline.db,4,fileCopy,
03372c92-65c1-47fe-8d89-4156332af25f-7,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337011200,/mnt/external1/edu.mit.media.funf.bgcollector/00000005_038892044060d517_photo-1337010907.jpg,5,fileCopy,
03372c92-65c1-47fe-8d89-4156332af25f-8,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337011200,/mnt/external1/edu.mit.media.funf.bgcollector/00000006_038892044060d517_photo-1337010951.jpg,6,fileCopy,
03372c92-65c1-47fe-8d89-4156332af25f-9,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337011200,/mnt/external1/edu.mit.media.funf.bgcollector/00000007_038892044060d517_49b2ef86-063e-4ca0-8a49-5de11be8c3bc_1337011193_mainPipeline.db,7,fileCopy,
03372c92-65c1-47fe-8d89-4156332af25f-10,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337011200,/mnt/external1/edu.mit.media.funf.bgcollector/00000008_038892044060d517_49b2ef86-063e-4ca0-8a49-5de11be8c3bc_1337011195_mainPipeline.db,8,fileCopy,
e6783b8d-b4fc-4161-b986-9b385ad7a28a-1,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337011200,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
e6783b8d-b4fc-4161-b986-9b385ad7a28a-136,49b2ef86-063e-4ca0-8a49-5de11be8c3bc,1337013743,/mnt/external1/edu.mit.media.funf.bgcollector/00000009_038892044060d517_49b2ef86-063e-4ca0-8a49-5de11be8c3bc_1337011200_mainPipeline.db,9,fileCopy,
