id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
0c26d69c-dc98-4212-97a6-66e992eac56e-3,7d34295d-3805-4724-af91-05f064298078,1336864839,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-6,7d34295d-3805-4724-af91-05f064298078,1336864959,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-9,7d34295d-3805-4724-af91-05f064298078,1336865079,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-12,7d34295d-3805-4724-af91-05f064298078,1336865199,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-16,7d34295d-3805-4724-af91-05f064298078,1336865319,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-20,7d34295d-3805-4724-af91-05f064298078,1336865444,0,0,10
0c26d69c-dc98-4212-97a6-66e992eac56e-23,7d34295d-3805-4724-af91-05f064298078,1336865559,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-26,7d34295d-3805-4724-af91-05f064298078,1336865679,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-30,7d34295d-3805-4724-af91-05f064298078,1336865799,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-32,7d34295d-3805-4724-af91-05f064298078,1336865919,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-36,7d34295d-3805-4724-af91-05f064298078,1336866039,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-39,7d34295d-3805-4724-af91-05f064298078,1336866159,0,0,15
0c26d69c-dc98-4212-97a6-66e992eac56e-42,7d34295d-3805-4724-af91-05f064298078,1336866279,0,0,15
5ccbdee3-7a54-433d-958a-86a8e49021ae-3,7d34295d-3805-4724-af91-05f064298078,1336868439,0,0,15
5ccbdee3-7a54-433d-958a-86a8e49021ae-6,7d34295d-3805-4724-af91-05f064298078,1336868559,0,0,15
5ccbdee3-7a54-433d-958a-86a8e49021ae-9,7d34295d-3805-4724-af91-05f064298078,1336868679,0,0,15
5ccbdee3-7a54-433d-958a-86a8e49021ae-13,7d34295d-3805-4724-af91-05f064298078,1336868799,3,3,15
5ccbdee3-7a54-433d-958a-86a8e49021ae-17,7d34295d-3805-4724-af91-05f064298078,1336868919,0,0,15
5ccbdee3-7a54-433d-958a-86a8e49021ae-20,7d34295d-3805-4724-af91-05f064298078,1336869039,0,0,15
f29f8044-0779-4e75-bc72-b93f9f8f41b0-8,7d34295d-3805-4724-af91-05f064298078,1337006166,13,1,15
f5f5d764-e3da-406d-9f81-f311b2e33fe1-2,7d34295d-3805-4724-af91-05f064298078,1336920444,0,0,8
f5f5d764-e3da-406d-9f81-f311b2e33fe1-7,7d34295d-3805-4724-af91-05f064298078,1336920557,0,0,15
f5f5d764-e3da-406d-9f81-f311b2e33fe1-9,7d34295d-3805-4724-af91-05f064298078,1336920677,0,0,15
f5f5d764-e3da-406d-9f81-f311b2e33fe1-14,7d34295d-3805-4724-af91-05f064298078,1336920797,3,1,15
f5f5d764-e3da-406d-9f81-f311b2e33fe1-17,7d34295d-3805-4724-af91-05f064298078,1336920917,2,3,15
f5f5d764-e3da-406d-9f81-f311b2e33fe1-22,7d34295d-3805-4724-af91-05f064298078,1336921050,0,0,2
f5f5d764-e3da-406d-9f81-f311b2e33fe1-25,7d34295d-3805-4724-af91-05f064298078,1336921157,0,1,15
f5f5d764-e3da-406d-9f81-f311b2e33fe1-28,7d34295d-3805-4724-af91-05f064298078,1336921277,2,3,15
f5f5d764-e3da-406d-9f81-f311b2e33fe1-33,7d34295d-3805-4724-af91-05f064298078,1336921397,0,1,15
