id,device,timestamp,ANDROID_ID,BRAND,MODEL
c32bd250-464e-440a-b01b-a9b5f679ee22-14,4dffbe6c-857f-4618-a42a-27dec56ff101,1337005305,ccb2e1a21d9f2fe,motorola,Xoom
b1e5cdc1-1f87-4431-ba88-291d9b703836-31,59ffed61-2801-4def-af1c-8a937d9e1a59,1336695320,ccb2e1a21d9f2fe,motorola,Xoom
