id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
6f3053f5-8353-4f19-95d5-fd4b45c7d017-1,4dffbe6c-857f-4618-a42a-27dec56ff101,86650281,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-2,4dffbe6c-857f-4618-a42a-27dec56ff101,86650327,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-3,4dffbe6c-857f-4618-a42a-27dec56ff101,86650439,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-4,4dffbe6c-857f-4618-a42a-27dec56ff101,86650458,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-5,4dffbe6c-857f-4618-a42a-27dec56ff101,86650511,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-6,4dffbe6c-857f-4618-a42a-27dec56ff101,86650592,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-7,4dffbe6c-857f-4618-a42a-27dec56ff101,86650623,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-8,4dffbe6c-857f-4618-a42a-27dec56ff101,86650887,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-9,4dffbe6c-857f-4618-a42a-27dec56ff101,86650927,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-10,4dffbe6c-857f-4618-a42a-27dec56ff101,86651009,3600,,3600,604802,60,3600,,example,1
6f3053f5-8353-4f19-95d5-fd4b45c7d017-11,4dffbe6c-857f-4618-a42a-27dec56ff101,86651048,3600,,3600,604802,60,3600,,example,1
