id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
117febf4-1c1f-4533-847e-03914c8f1d75-5,59ffed61-2801-4def-af1c-8a937d9e1a59,1336637770,0,0,7
117febf4-1c1f-4533-847e-03914c8f1d75-9,59ffed61-2801-4def-af1c-8a937d9e1a59,1336637882,0,1,15
117febf4-1c1f-4533-847e-03914c8f1d75-14,59ffed61-2801-4def-af1c-8a937d9e1a59,1336638056,0,0,2
117febf4-1c1f-4533-847e-03914c8f1d75-19,59ffed61-2801-4def-af1c-8a937d9e1a59,1336638213,0,0,2
117febf4-1c1f-4533-847e-03914c8f1d75-23,59ffed61-2801-4def-af1c-8a937d9e1a59,1336638356,2,0,4
6417187b-703d-4b4a-9d6b-cbbea3796c35-2,59ffed61-2801-4def-af1c-8a937d9e1a59,1336661895,6,5,12
b9a92922-2d38-4d4a-9716-8a1849d15467-2,59ffed61-2801-4def-af1c-8a937d9e1a59,1336662102,0,1,15
b9a92922-2d38-4d4a-9716-8a1849d15467-7,59ffed61-2801-4def-af1c-8a937d9e1a59,1336662222,0,2,15
b9a92922-2d38-4d4a-9716-8a1849d15467-11,59ffed61-2801-4def-af1c-8a937d9e1a59,1336662342,0,0,15
b9a92922-2d38-4d4a-9716-8a1849d15467-15,59ffed61-2801-4def-af1c-8a937d9e1a59,1336662462,0,0,15
b9a92922-2d38-4d4a-9716-8a1849d15467-20,59ffed61-2801-4def-af1c-8a937d9e1a59,1336662582,9,1,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-4,59ffed61-2801-4def-af1c-8a937d9e1a59,1336662739,2,4,13
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-8,59ffed61-2801-4def-af1c-8a937d9e1a59,1336662856,4,3,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-11,59ffed61-2801-4def-af1c-8a937d9e1a59,1336662976,1,1,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-15,59ffed61-2801-4def-af1c-8a937d9e1a59,1336663096,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-19,59ffed61-2801-4def-af1c-8a937d9e1a59,1336663216,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-22,59ffed61-2801-4def-af1c-8a937d9e1a59,1336663336,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-27,59ffed61-2801-4def-af1c-8a937d9e1a59,1336663456,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-30,59ffed61-2801-4def-af1c-8a937d9e1a59,1336663576,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-34,59ffed61-2801-4def-af1c-8a937d9e1a59,1336663696,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-37,59ffed61-2801-4def-af1c-8a937d9e1a59,1336663816,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-41,59ffed61-2801-4def-af1c-8a937d9e1a59,1336663936,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-45,59ffed61-2801-4def-af1c-8a937d9e1a59,1336664062,0,0,9
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-49,59ffed61-2801-4def-af1c-8a937d9e1a59,1336664176,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-52,59ffed61-2801-4def-af1c-8a937d9e1a59,1336664296,0,0,15
a1bc83ae-2aeb-4b73-a362-54ae6a37fdfd-56,59ffed61-2801-4def-af1c-8a937d9e1a59,1336664416,2,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-3,59ffed61-2801-4def-af1c-8a937d9e1a59,1336664575,0,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-7,59ffed61-2801-4def-af1c-8a937d9e1a59,1336664897,6,0,7
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-10,59ffed61-2801-4def-af1c-8a937d9e1a59,1336665009,11,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-13,59ffed61-2801-4def-af1c-8a937d9e1a59,1336665129,5,3,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-18,59ffed61-2801-4def-af1c-8a937d9e1a59,1336665249,7,1,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-21,59ffed61-2801-4def-af1c-8a937d9e1a59,1336665369,11,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-26,59ffed61-2801-4def-af1c-8a937d9e1a59,1336665489,14,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-29,59ffed61-2801-4def-af1c-8a937d9e1a59,1336665609,0,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-32,59ffed61-2801-4def-af1c-8a937d9e1a59,1336665729,0,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-37,59ffed61-2801-4def-af1c-8a937d9e1a59,1336665849,0,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-40,59ffed61-2801-4def-af1c-8a937d9e1a59,1336665969,0,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-44,59ffed61-2801-4def-af1c-8a937d9e1a59,1336666089,4,3,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-48,59ffed61-2801-4def-af1c-8a937d9e1a59,1336666209,0,0,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-51,59ffed61-2801-4def-af1c-8a937d9e1a59,1336666329,4,3,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-58,59ffed61-2801-4def-af1c-8a937d9e1a59,1336666449,7,4,15
6d4693b0-0af0-4b5f-bc74-8c64f0536c80-62,59ffed61-2801-4def-af1c-8a937d9e1a59,1336666569,4,3,15
16f47e85-d3fe-4ab7-8b64-ecc18a8eb0ff-4,59ffed61-2801-4def-af1c-8a937d9e1a59,1336666689,0,1,15
16f47e85-d3fe-4ab7-8b64-ecc18a8eb0ff-9,59ffed61-2801-4def-af1c-8a937d9e1a59,1336666809,3,8,15
16f47e85-d3fe-4ab7-8b64-ecc18a8eb0ff-12,59ffed61-2801-4def-af1c-8a937d9e1a59,1336666929,1,0,15
16f47e85-d3fe-4ab7-8b64-ecc18a8eb0ff-16,59ffed61-2801-4def-af1c-8a937d9e1a59,1336667049,1,4,15
16f47e85-d3fe-4ab7-8b64-ecc18a8eb0ff-21,59ffed61-2801-4def-af1c-8a937d9e1a59,1336667169,0,3,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-5,59ffed61-2801-4def-af1c-8a937d9e1a59,1336667371,0,0,4
e482d9d5-edc9-420a-8da2-2874ed54dacf-10,59ffed61-2801-4def-af1c-8a937d9e1a59,1336667480,1,1,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-14,59ffed61-2801-4def-af1c-8a937d9e1a59,1336667600,0,0,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-18,59ffed61-2801-4def-af1c-8a937d9e1a59,1336667720,0,1,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-22,59ffed61-2801-4def-af1c-8a937d9e1a59,1336667840,0,1,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-26,59ffed61-2801-4def-af1c-8a937d9e1a59,1336667960,4,3,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-30,59ffed61-2801-4def-af1c-8a937d9e1a59,1336668080,0,0,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-33,59ffed61-2801-4def-af1c-8a937d9e1a59,1336668200,4,2,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-38,59ffed61-2801-4def-af1c-8a937d9e1a59,1336668320,0,0,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-41,59ffed61-2801-4def-af1c-8a937d9e1a59,1336668440,3,1,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-46,59ffed61-2801-4def-af1c-8a937d9e1a59,1336668560,0,0,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-48,59ffed61-2801-4def-af1c-8a937d9e1a59,1336668680,0,0,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-52,59ffed61-2801-4def-af1c-8a937d9e1a59,1336668800,1,0,8
e482d9d5-edc9-420a-8da2-2874ed54dacf-53,59ffed61-2801-4def-af1c-8a937d9e1a59,1336668811,1,0,4
e482d9d5-edc9-420a-8da2-2874ed54dacf-57,59ffed61-2801-4def-af1c-8a937d9e1a59,1336668920,0,0,15
e482d9d5-edc9-420a-8da2-2874ed54dacf-61,59ffed61-2801-4def-af1c-8a937d9e1a59,1336669040,0,1,15
266f282e-b9db-4e32-9d76-b4f1887f83fc-3,59ffed61-2801-4def-af1c-8a937d9e1a59,1336671800,0,0,15
266f282e-b9db-4e32-9d76-b4f1887f83fc-7,59ffed61-2801-4def-af1c-8a937d9e1a59,1336671920,0,2,15
266f282e-b9db-4e32-9d76-b4f1887f83fc-12,59ffed61-2801-4def-af1c-8a937d9e1a59,1336672040,7,1,15
266f282e-b9db-4e32-9d76-b4f1887f83fc-17,59ffed61-2801-4def-af1c-8a937d9e1a59,1336672160,0,4,15
266f282e-b9db-4e32-9d76-b4f1887f83fc-21,59ffed61-2801-4def-af1c-8a937d9e1a59,1336672280,0,1,15
266f282e-b9db-4e32-9d76-b4f1887f83fc-25,59ffed61-2801-4def-af1c-8a937d9e1a59,1336672400,0,0,15
