id,device,timestamp,health,icon-small,invalid_charger,level,plugged,present,scale,status,technology,temperature,voltage
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-2,dda95df9-114d-4520-b262-be3de6dfeb54,1337005944,2,17302707,0,76,0,True,100,4,Li-ion,305,7876
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-8,dda95df9-114d-4520-b262-be3de6dfeb54,1337005944,2,17302707,0,76,0,True,100,4,Li-ion,305,7876
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-10,dda95df9-114d-4520-b262-be3de6dfeb54,1337006194,2,17302707,0,75,0,True,100,4,Li-ion,300,7886
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-16,dda95df9-114d-4520-b262-be3de6dfeb54,1337006194,2,17302707,0,75,0,True,100,4,Li-ion,300,7886
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-20,dda95df9-114d-4520-b262-be3de6dfeb54,1337006545,2,17302707,0,74,0,True,100,4,Li-ion,295,7847
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-26,dda95df9-114d-4520-b262-be3de6dfeb54,1337006545,2,17302707,0,74,0,True,100,4,Li-ion,295,7847
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-27,dda95df9-114d-4520-b262-be3de6dfeb54,1337006745,2,17302707,0,73,0,True,100,4,Li-ion,297,7827
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-34,dda95df9-114d-4520-b262-be3de6dfeb54,1337006995,2,17302707,0,72,0,True,100,4,Li-ion,300,7817
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-36,dda95df9-114d-4520-b262-be3de6dfeb54,1337006995,2,17302707,0,72,0,True,100,4,Li-ion,300,7817
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-41,dda95df9-114d-4520-b262-be3de6dfeb54,1337007197,2,17302707,0,71,0,True,100,4,Li-ion,302,7798
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-46,dda95df9-114d-4520-b262-be3de6dfeb54,1337007197,2,17302707,0,71,0,True,100,4,Li-ion,302,7798
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-49,dda95df9-114d-4520-b262-be3de6dfeb54,1337007447,2,17302707,0,70,0,True,100,4,Li-ion,302,7788
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-54,dda95df9-114d-4520-b262-be3de6dfeb54,1337007447,2,17302707,0,70,0,True,100,4,Li-ion,302,7788
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-58,dda95df9-114d-4520-b262-be3de6dfeb54,1337007747,2,17302707,0,69,0,True,100,4,Li-ion,297,7778
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-64,dda95df9-114d-4520-b262-be3de6dfeb54,1337007747,2,17302707,0,69,0,True,100,4,Li-ion,297,7778
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-65,dda95df9-114d-4520-b262-be3de6dfeb54,1337007947,2,17302707,0,68,0,True,100,4,Li-ion,297,7768
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-72,dda95df9-114d-4520-b262-be3de6dfeb54,1337007947,2,17302707,0,68,0,True,100,4,Li-ion,297,7768
4c610f9e-a2cc-44d6-8439-a5a9cdbc330d-74,dda95df9-114d-4520-b262-be3de6dfeb54,1337008250,2,17302707,0,67,0,True,100,4,Li-ion,298,7749
8463c11a-04ab-4987-8b51-485b381cd00e-1,dda95df9-114d-4520-b262-be3de6dfeb54,1337004847,2,17302707,0,80,0,True,100,4,Li-ion,283,7934
8463c11a-04ab-4987-8b51-485b381cd00e-4,dda95df9-114d-4520-b262-be3de6dfeb54,1337004847,2,17302707,0,80,0,True,100,4,Li-ion,283,7934
8463c11a-04ab-4987-8b51-485b381cd00e-11,dda95df9-114d-4520-b262-be3de6dfeb54,1337005150,2,17302707,0,79,0,True,100,4,Li-ion,292,7915
8463c11a-04ab-4987-8b51-485b381cd00e-12,dda95df9-114d-4520-b262-be3de6dfeb54,1337005150,2,17302707,0,79,0,True,100,4,Li-ion,292,7915
8463c11a-04ab-4987-8b51-485b381cd00e-19,dda95df9-114d-4520-b262-be3de6dfeb54,1337005450,2,17302707,0,78,0,True,100,4,Li-ion,302,7895
8463c11a-04ab-4987-8b51-485b381cd00e-22,dda95df9-114d-4520-b262-be3de6dfeb54,1337005450,2,17302707,0,78,0,True,100,4,Li-ion,302,7895
8463c11a-04ab-4987-8b51-485b381cd00e-26,dda95df9-114d-4520-b262-be3de6dfeb54,1337005600,2,17302707,0,77,0,True,100,4,Li-ion,310,7895
8463c11a-04ab-4987-8b51-485b381cd00e-30,dda95df9-114d-4520-b262-be3de6dfeb54,1337005600,2,17302707,0,77,0,True,100,4,Li-ion,310,7895
8f1cd025-4425-476d-81e5-6f138c287fe5-13,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008672,2,17302707,0,66,0,True,100,4,Li-ion,276,7729
8f1cd025-4425-476d-81e5-6f138c287fe5-14,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008672,2,17302707,0,66,0,True,100,4,Li-ion,276,7729
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-7,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008857,2,17302707,0,65,0,True,100,4,Li-ion,265,7720
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-76,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008857,2,17302707,0,65,0,True,100,4,Li-ion,265,7720
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-79,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008984,2,17302707,0,64,0,True,100,4,Li-ion,267,7661
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-100,8bd235a5-9097-4617-a8de-eb669b4638c2,1337009234,2,17302707,0,63,0,True,100,4,Li-ion,277,7661
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-102,8bd235a5-9097-4617-a8de-eb669b4638c2,1337009234,2,17302707,0,63,0,True,100,4,Li-ion,277,7661
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-107,8bd235a5-9097-4617-a8de-eb669b4638c2,1337009485,2,17302707,0,62,0,True,100,4,Li-ion,278,7651
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-109,8bd235a5-9097-4617-a8de-eb669b4638c2,1337009485,2,17302707,0,62,0,True,100,4,Li-ion,278,7651
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-111,8bd235a5-9097-4617-a8de-eb669b4638c2,1337009635,2,17302707,0,61,0,True,100,4,Li-ion,280,7642
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-116,8bd235a5-9097-4617-a8de-eb669b4638c2,1337009635,2,17302707,0,61,0,True,100,4,Li-ion,280,7642
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-118,8bd235a5-9097-4617-a8de-eb669b4638c2,1337009935,2,17302707,0,60,0,True,100,4,Li-ion,285,7622
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-122,8bd235a5-9097-4617-a8de-eb669b4638c2,1337010087,2,17302707,0,59,0,True,100,4,Li-ion,287,7612
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-125,8bd235a5-9097-4617-a8de-eb669b4638c2,1337010087,2,17302707,0,59,0,True,100,4,Li-ion,287,7612
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-128,8bd235a5-9097-4617-a8de-eb669b4638c2,1337010337,2,17302707,0,58,0,True,100,4,Li-ion,290,7603
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-131,8bd235a5-9097-4617-a8de-eb669b4638c2,1337010337,2,17302707,0,58,0,True,100,4,Li-ion,290,7603
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-133,8bd235a5-9097-4617-a8de-eb669b4638c2,1337010487,2,17302707,0,57,0,True,100,4,Li-ion,290,7583
be086414-4518-46d5-b534-4736c601af5d-4,8bd235a5-9097-4617-a8de-eb669b4638c2,1337010740,2,17302707,0,56,0,True,100,4,Li-ion,290,7593
be086414-4518-46d5-b534-4736c601af5d-5,8bd235a5-9097-4617-a8de-eb669b4638c2,1337010740,2,17302707,0,56,0,True,100,4,Li-ion,290,7593
be086414-4518-46d5-b534-4736c601af5d-9,8bd235a5-9097-4617-a8de-eb669b4638c2,1337010940,2,17302707,0,55,0,True,100,4,Li-ion,292,7573
be086414-4518-46d5-b534-4736c601af5d-12,8bd235a5-9097-4617-a8de-eb669b4638c2,1337010940,2,17302707,0,55,0,True,100,4,Li-ion,292,7573
be086414-4518-46d5-b534-4736c601af5d-15,8bd235a5-9097-4617-a8de-eb669b4638c2,1337011192,2,17302707,0,54,0,True,100,4,Li-ion,292,7573
be086414-4518-46d5-b534-4736c601af5d-19,8bd235a5-9097-4617-a8de-eb669b4638c2,1337011192,2,17302707,0,54,0,True,100,4,Li-ion,292,7573
be086414-4518-46d5-b534-4736c601af5d-21,8bd235a5-9097-4617-a8de-eb669b4638c2,1337011442,2,17302707,0,53,0,True,100,4,Li-ion,292,7554
be086414-4518-46d5-b534-4736c601af5d-145,8bd235a5-9097-4617-a8de-eb669b4638c2,1337011642,2,17302707,0,52,0,True,100,4,Li-ion,296,7524
