id,device,timestamp,ANDROID_ID,BRAND,MODEL
8f1cd025-4425-476d-81e5-6f138c287fe5-16,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008672,ccb2e1a21d9f2fe,motorola,Xoom
