id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
8f1cd025-4425-476d-81e5-6f138c287fe5-1,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008670863,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-2,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008670875,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-3,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008670889,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-4,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008670901,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-5,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008670920,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-6,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008671005,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-7,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008671022,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-8,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008671045,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-9,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008671053,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-10,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008671071,3600,,3600,604802,60,3600,,example,1
8f1cd025-4425-476d-81e5-6f138c287fe5-11,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008671083,3600,,3600,604802,60,3600,,example,1
