id,device,timestamp,SCREEN_ON
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-2,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008722,False
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-3,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008724,True
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-5,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008733,False
f1bf02e1-42a6-41af-8ac3-63917fa19bc5-6,8bd235a5-9097-4617-a8de-eb669b4638c2,1337008757,True
3fe48ad9-13b9-4902-85c9-1d6c71ac86b3-8,8bd235a5-9097-4617-a8de-eb669b4638c2,1337013529,False
3fe48ad9-13b9-4902-85c9-1d6c71ac86b3-9,8bd235a5-9097-4617-a8de-eb669b4638c2,1337013533,True
3fe48ad9-13b9-4902-85c9-1d6c71ac86b3-10,8bd235a5-9097-4617-a8de-eb669b4638c2,1337013548,False
3fe48ad9-13b9-4902-85c9-1d6c71ac86b3-11,8bd235a5-9097-4617-a8de-eb669b4638c2,1337013550,True
3fe48ad9-13b9-4902-85c9-1d6c71ac86b3-12,8bd235a5-9097-4617-a8de-eb669b4638c2,1337013552,False
3fe48ad9-13b9-4902-85c9-1d6c71ac86b3-13,8bd235a5-9097-4617-a8de-eb669b4638c2,1337013556,True
