id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-1,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342523,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-2,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342548,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-3,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342591,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-4,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342605,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-5,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342619,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-6,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342733,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-7,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342746,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-8,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342764,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-9,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342786,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-10,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342849,3600,,3600,604802,60,3600,,example,1
d7f6200b-c32c-4e1f-9b14-5fb4469171cb-11,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981342889,3600,,3600,604802,60,3600,,example,1
