id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
37c1fd47-8e1f-491c-965b-e578b5f6d79a-3,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336978346,5,3,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-5,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336978466,3,1,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-9,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336978671,0,2,6
37c1fd47-8e1f-491c-965b-e578b5f6d79a-13,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336978782,7,5,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-18,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336978902,6,2,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-21,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336979022,5,4,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-25,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336979142,11,1,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-29,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336979262,9,3,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-33,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336979382,10,0,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-36,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336979502,7,2,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-40,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336979622,12,2,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-44,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336979763,0,1,4
37c1fd47-8e1f-491c-965b-e578b5f6d79a-47,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336979915,1,2,11
37c1fd47-8e1f-491c-965b-e578b5f6d79a-50,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336980031,0,3,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-53,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336980151,1,5,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-57,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336980271,11,2,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-61,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336980391,4,3,15
37c1fd47-8e1f-491c-965b-e578b5f6d79a-65,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336980511,6,4,15
52097154-3ada-4336-807b-b3495dd4135a-5,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336976160,1,1,8
52097154-3ada-4336-807b-b3495dd4135a-9,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336976286,0,0,5
52097154-3ada-4336-807b-b3495dd4135a-11,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336976406,4,0,5
52097154-3ada-4336-807b-b3495dd4135a-15,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336976533,2,1,4
52097154-3ada-4336-807b-b3495dd4135a-19,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336976642,3,3,15
52097154-3ada-4336-807b-b3495dd4135a-22,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336976762,6,5,15
52097154-3ada-4336-807b-b3495dd4135a-25,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336976882,0,2,15
52097154-3ada-4336-807b-b3495dd4135a-29,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336977002,4,1,15
52097154-3ada-4336-807b-b3495dd4135a-33,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336977122,0,12,15
52097154-3ada-4336-807b-b3495dd4135a-37,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336977242,1,2,15
52097154-3ada-4336-807b-b3495dd4135a-41,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336977362,6,1,15
52097154-3ada-4336-807b-b3495dd4135a-43,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336977482,4,3,15
52097154-3ada-4336-807b-b3495dd4135a-47,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336977602,2,1,15
52097154-3ada-4336-807b-b3495dd4135a-51,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336977877,0,0,4
52097154-3ada-4336-807b-b3495dd4135a-55,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336977986,0,3,15
52097154-3ada-4336-807b-b3495dd4135a-58,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336978106,0,5,15
52097154-3ada-4336-807b-b3495dd4135a-61,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336978226,0,2,15
7887b93d-0cbd-414a-bb21-b9b6ad4d3072-3,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336552215,0,0,15
e01aba57-7df3-4a88-8fc0-28261e777191-5,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336550415,0,2,15
e01aba57-7df3-4a88-8fc0-28261e777191-9,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336550535,0,0,15
e01aba57-7df3-4a88-8fc0-28261e777191-13,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336550655,9,2,15
e01aba57-7df3-4a88-8fc0-28261e777191-18,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336550775,0,3,15
e01aba57-7df3-4a88-8fc0-28261e777191-22,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336550895,2,2,15
e01aba57-7df3-4a88-8fc0-28261e777191-26,6606f254-be94-4948-a2ac-3853ee9c1eb9,1336551015,7,1,15
