id,device,timestamp,SCREEN_ON
602a176a-c203-4697-90db-d0c85275c753-97,744a72c2-0583-4e7d-9223-b0e5212d619a,1336981606,False
caed8933-d57e-4848-b5d4-1aae82c2d4d2-33,744a72c2-0583-4e7d-9223-b0e5212d619a,1336984771,True
dabebeb4-83b7-4e23-b931-b5653e7e883f-61,744a72c2-0583-4e7d-9223-b0e5212d619a,1336996325,False
8f47671a-a47c-4600-bc01-0c2ad6011de8-37,744a72c2-0583-4e7d-9223-b0e5212d619a,1336999395,True
8f47671a-a47c-4600-bc01-0c2ad6011de8-38,744a72c2-0583-4e7d-9223-b0e5212d619a,1336999410,False
8f47671a-a47c-4600-bc01-0c2ad6011de8-39,744a72c2-0583-4e7d-9223-b0e5212d619a,1336999410,True
8f47671a-a47c-4600-bc01-0c2ad6011de8-40,744a72c2-0583-4e7d-9223-b0e5212d619a,1336999415,False
9a377c6e-702f-452e-99e6-2b69b24cb019-36,744a72c2-0583-4e7d-9223-b0e5212d619a,1337013810,True
9a377c6e-702f-452e-99e6-2b69b24cb019-38,744a72c2-0583-4e7d-9223-b0e5212d619a,1337013820,False
818e4e18-d406-4146-9c43-a87db339135b-57,744a72c2-0583-4e7d-9223-b0e5212d619a,1337025717,True
