id,device,timestamp,ANDROID_ID,BRAND,MODEL
24e9a8a8-b10c-4fb4-b8af-70a3e8929400-14,245c9670-e8b1-441d-bda6-eb8761f51729,1337009509,ccb2e1a21d9f2fe,motorola,Xoom
f159084e-c914-46c9-bdce-fda9fb2dd18c-5,fe91685a-8f86-42de-9b16-6c01aff0b901,1336635950,ccb2e1a21d9f2fe,motorola,Xoom
