id,device,timestamp,ANDROID_ID,BLUETOOTH_MAC,BRAND,MODEL
eba95f6c-c2f4-4697-afe5-d1208a29ef51-5,01ffafe1-70fe-402b-9f66-1f3320ff52b0,1337044227,ccb2e1a21d9f2fe,C8:AA:21:CF:0A:03,motorola,Xoom
fcd9a70c-632a-485c-9e24-613ee431af87-47,173d87b4-07d4-474f-8382-da8723ed1e35,1336701760,ccb2e1a21d9f2fe,C8:AA:21:CF:0A:03,motorola,Xoom
