id,device,timestamp,filename,index,type,value
a40f0d56-ac57-479f-bf0f-0b11588e11a9-12,08e7783d-cc90-496a-a175-337865b40527,1337006773,/mnt/external1/edu.mit.media.funf.bgcollector/00000001_0388920540dfb257_e4780774-8d9d-4166-94a3-b3e9e19d2ca8_1337006541_mainPipeline.db,1,fileCopy,
f0159968-d399-4846-9720-ee40633f04c1-1,08e7783d-cc90-496a-a175-337865b40527,1337006773,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
f0159968-d399-4846-9720-ee40633f04c1-8,08e7783d-cc90-496a-a175-337865b40527,1337013520,/mnt/external1/edu.mit.media.funf.bgcollector/00000002_0388920540dfb257_08e7783d-cc90-496a-a175-337865b40527_1337006777_mainPipeline.db,2,fileCopy,
712a9e69-9b48-4ac4-88aa-fd48d4889632-1,08e7783d-cc90-496a-a175-337865b40527,1337013520,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
e4483997-2ca4-4930-92c1-54b7b333cf5f-400,08e7783d-cc90-496a-a175-337865b40527,1337015326,/mnt/external1/edu.mit.media.funf.bgcollector/00000003_0388920540dfb257_08e7783d-cc90-496a-a175-337865b40527_1337013523_mainPipeline.db,3,fileCopy,
e4483997-2ca4-4930-92c1-54b7b333cf5f-401,08e7783d-cc90-496a-a175-337865b40527,1337015326,/mnt/external1/edu.mit.media.funf.bgcollector/00000004_0388920540dfb257_photo-1337013530.jpg,4,fileCopy,
e4483997-2ca4-4930-92c1-54b7b333cf5f-402,08e7783d-cc90-496a-a175-337865b40527,1337015326,/mnt/external1/edu.mit.media.funf.bgcollector/00000005_0388920540dfb257_08e7783d-cc90-496a-a175-337865b40527_1337013612_mainPipeline.db,5,fileCopy,
e4483997-2ca4-4930-92c1-54b7b333cf5f-403,08e7783d-cc90-496a-a175-337865b40527,1337015327,/mnt/external1/edu.mit.media.funf.bgcollector/00000006_0388920540dfb257_photo-1337014130.jpg,6,fileCopy,
e4483997-2ca4-4930-92c1-54b7b333cf5f-404,08e7783d-cc90-496a-a175-337865b40527,1337015327,/mnt/external1/edu.mit.media.funf.bgcollector/00000007_0388920540dfb257_08e7783d-cc90-496a-a175-337865b40527_1337014381_mainPipeline.db,7,fileCopy,
e4483997-2ca4-4930-92c1-54b7b333cf5f-405,08e7783d-cc90-496a-a175-337865b40527,1337015327,/mnt/external1/edu.mit.media.funf.bgcollector/00000008_0388920540dfb257_photo-1337014729.jpg,8,fileCopy,
