id,device,timestamp,HIGH_ACTIVITY_INTERVALS,LOW_ACTIVITY_INTERVALS,TOTAL_INTERVALS
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-3,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336967700,0,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-6,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336967820,0,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-9,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336967940,0,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-13,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336968060,0,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-17,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336968180,0,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-21,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336968300,0,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-25,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336968420,0,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-29,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336968552,1,1,3
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-33,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336968660,14,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-37,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336968780,14,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-40,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336968900,14,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-44,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336969020,14,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-49,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336969140,14,0,15
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-53,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336969270,4,0,5
77aba41c-65ff-40a5-89c8-bb5e4e9d11f6-57,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336969380,8,1,15
6c690648-0ef4-42f8-bcaa-f675bdff31ca-3,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336652829,0,0,4
6c690648-0ef4-42f8-bcaa-f675bdff31ca-6,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336652945,1,0,8
6c690648-0ef4-42f8-bcaa-f675bdff31ca-8,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336653132,0,0,6
6c690648-0ef4-42f8-bcaa-f675bdff31ca-11,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336653243,0,0,15
6c690648-0ef4-42f8-bcaa-f675bdff31ca-13,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336653373,0,0,5
2662970a-65eb-4f2b-8cab-1a14987983b6-2,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336649839,0,0,5
2662970a-65eb-4f2b-8cab-1a14987983b6-5,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336649949,0,0,15
2662970a-65eb-4f2b-8cab-1a14987983b6-8,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336650255,0,0,5
