id,device,timestamp,name,value
712a9e69-9b48-4ac4-88aa-fd48d4889632-36,08e7783d-cc90-496a-a175-337865b40527,1337013564495,status,resume
712a9e69-9b48-4ac4-88aa-fd48d4889632-37,08e7783d-cc90-496a-a175-337865b40527,1337013565460,startColor,n8
712a9e69-9b48-4ac4-88aa-fd48d4889632-38,08e7783d-cc90-496a-a175-337865b40527,1337013567085,colorchange,n7
712a9e69-9b48-4ac4-88aa-fd48d4889632-39,08e7783d-cc90-496a-a175-337865b40527,1337013567520,colorchange,n5
712a9e69-9b48-4ac4-88aa-fd48d4889632-40,08e7783d-cc90-496a-a175-337865b40527,1337013567976,colorchange,n10
712a9e69-9b48-4ac4-88aa-fd48d4889632-41,08e7783d-cc90-496a-a175-337865b40527,1337013568286,colorchange,n3
712a9e69-9b48-4ac4-88aa-fd48d4889632-43,08e7783d-cc90-496a-a175-337865b40527,1337013574589,status,resume
712a9e69-9b48-4ac4-88aa-fd48d4889632-44,08e7783d-cc90-496a-a175-337865b40527,1337013574849,startColor,n3
712a9e69-9b48-4ac4-88aa-fd48d4889632-45,08e7783d-cc90-496a-a175-337865b40527,1337013577567,colorchange,n8
712a9e69-9b48-4ac4-88aa-fd48d4889632-46,08e7783d-cc90-496a-a175-337865b40527,1337013578081,colorchange,n9
712a9e69-9b48-4ac4-88aa-fd48d4889632-47,08e7783d-cc90-496a-a175-337865b40527,1337013579282,incorrect,click.yellow:21440
712a9e69-9b48-4ac4-88aa-fd48d4889632-48,08e7783d-cc90-496a-a175-337865b40527,1337013579286,highscore,"-1,-1,-1,-1,-1,-1,-1,-1"
712a9e69-9b48-4ac4-88aa-fd48d4889632-49,08e7783d-cc90-496a-a175-337865b40527,1337013580758,incorrect,click.black:18090
712a9e69-9b48-4ac4-88aa-fd48d4889632-50,08e7783d-cc90-496a-a175-337865b40527,1337013581316,correct,lilac:6445
712a9e69-9b48-4ac4-88aa-fd48d4889632-51,08e7783d-cc90-496a-a175-337865b40527,1337013581308,highscore,"0,-1,-1,-1,-1,-1,-1,-1"
712a9e69-9b48-4ac4-88aa-fd48d4889632-52,08e7783d-cc90-496a-a175-337865b40527,1337013581556,born,lilac
712a9e69-9b48-4ac4-88aa-fd48d4889632-53,08e7783d-cc90-496a-a175-337865b40527,1337013582233,incorrect,click.black:13740
712a9e69-9b48-4ac4-88aa-fd48d4889632-55,08e7783d-cc90-496a-a175-337865b40527,1337013598352,incorrect,escape.lilac:16688
712a9e69-9b48-4ac4-88aa-fd48d4889632-56,08e7783d-cc90-496a-a175-337865b40527,1337013598408,born,black
712a9e69-9b48-4ac4-88aa-fd48d4889632-57,08e7783d-cc90-496a-a175-337865b40527,1337013601936,incorrect,escape.lilac:27064
712a9e69-9b48-4ac4-88aa-fd48d4889632-58,08e7783d-cc90-496a-a175-337865b40527,1337013602017,born,yellow
712a9e69-9b48-4ac4-88aa-fd48d4889632-59,08e7783d-cc90-496a-a175-337865b40527,1337013602291,colorchange,n4
712a9e69-9b48-4ac4-88aa-fd48d4889632-60,08e7783d-cc90-496a-a175-337865b40527,1337013602844,colorchange,n7
712a9e69-9b48-4ac4-88aa-fd48d4889632-61,08e7783d-cc90-496a-a175-337865b40527,1337013603443,colorchange,n6
712a9e69-9b48-4ac4-88aa-fd48d4889632-62,08e7783d-cc90-496a-a175-337865b40527,1337013603837,colorchange,n10
712a9e69-9b48-4ac4-88aa-fd48d4889632-63,08e7783d-cc90-496a-a175-337865b40527,1337013604137,colorchange,n1
712a9e69-9b48-4ac4-88aa-fd48d4889632-64,08e7783d-cc90-496a-a175-337865b40527,1337013604241,colorchange,n2
712a9e69-9b48-4ac4-88aa-fd48d4889632-65,08e7783d-cc90-496a-a175-337865b40527,1337013604717,colorchange,n10
712a9e69-9b48-4ac4-88aa-fd48d4889632-66,08e7783d-cc90-496a-a175-337865b40527,1337013604922,colorchange,n6
712a9e69-9b48-4ac4-88aa-fd48d4889632-67,08e7783d-cc90-496a-a175-337865b40527,1337013605094,colorchange,n2
712a9e69-9b48-4ac4-88aa-fd48d4889632-68,08e7783d-cc90-496a-a175-337865b40527,1337013605405,colorchange,n7
712a9e69-9b48-4ac4-88aa-fd48d4889632-69,08e7783d-cc90-496a-a175-337865b40527,1337013605576,colorchange,n8
712a9e69-9b48-4ac4-88aa-fd48d4889632-70,08e7783d-cc90-496a-a175-337865b40527,1337013605892,colorchange,n0
712a9e69-9b48-4ac4-88aa-fd48d4889632-71,08e7783d-cc90-496a-a175-337865b40527,1337013606195,colorchange,n7
712a9e69-9b48-4ac4-88aa-fd48d4889632-72,08e7783d-cc90-496a-a175-337865b40527,1337013606368,colorchange,n1
712a9e69-9b48-4ac4-88aa-fd48d4889632-73,08e7783d-cc90-496a-a175-337865b40527,1337013606686,colorchange,n0
712a9e69-9b48-4ac4-88aa-fd48d4889632-74,08e7783d-cc90-496a-a175-337865b40527,1337013606999,colorchange,n3
712a9e69-9b48-4ac4-88aa-fd48d4889632-76,08e7783d-cc90-496a-a175-337865b40527,1337013612254,status,pause
52943c8f-baff-4310-9859-87ec12c1e3dc-18,08e7783d-cc90-496a-a175-337865b40527,1337014262381,status,resume
52943c8f-baff-4310-9859-87ec12c1e3dc-19,08e7783d-cc90-496a-a175-337865b40527,1337014262493,startColor,n3
52943c8f-baff-4310-9859-87ec12c1e3dc-20,08e7783d-cc90-496a-a175-337865b40527,1337014264375,colorchange,n9
