id,device,timestamp,ANDROID_ID,BLUETOOTH_MAC,BRAND,MODEL,WIFI_MAC
f0159968-d399-4846-9720-ee40633f04c1-3,08e7783d-cc90-496a-a175-337865b40527,1337006776,ccb2e1a21d9f2fe,C8:AA:21:CF:61:9E,motorola,Xoom,C8:AA:21:CF:62:66
fe35b909-3495-48fd-91b5-2e2934fb8f11-3,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336144834,ccb2e1a21d9f2fe,C8:AA:21:CF:61:9E,motorola,Xoom,C8:AA:21:CF:62:66
2509deca-64c6-4261-845b-b7765ec39036-4,e4780774-8d9d-4166-94a3-b3e9e19d2ca8,1336753322,ccb2e1a21d9f2fe,C8:AA:21:CF:61:9E,motorola,Xoom,
