id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
a40f0d56-ac57-479f-bf0f-0b11588e11a9-1,08e7783d-cc90-496a-a175-337865b40527,1337006774012,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-2,08e7783d-cc90-496a-a175-337865b40527,1337006774024,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-3,08e7783d-cc90-496a-a175-337865b40527,1337006774039,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-4,08e7783d-cc90-496a-a175-337865b40527,1337006774055,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-5,08e7783d-cc90-496a-a175-337865b40527,1337006774061,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-6,08e7783d-cc90-496a-a175-337865b40527,1337006774069,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-7,08e7783d-cc90-496a-a175-337865b40527,1337006774084,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-8,08e7783d-cc90-496a-a175-337865b40527,1337006774090,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-9,08e7783d-cc90-496a-a175-337865b40527,1337006774100,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-10,08e7783d-cc90-496a-a175-337865b40527,1337006774123,3600,,3600,604802,60,3600,,example,1
a40f0d56-ac57-479f-bf0f-0b11588e11a9-11,08e7783d-cc90-496a-a175-337865b40527,1337006774145,3600,,3600,604802,60,3600,,example,1
