id,device,timestamp,filename,index,type,value
300e69f2-8254-46a0-8805-b21c5147c0c3-16,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008278,/mnt/external1/edu.mit.media.funf.bgcollector/00000001_0428004243e05257_816befd5-e3a6-4ca3-896c-878a2e2cf748_1337007589_mainPipeline.db,1,fileCopy,
300e69f2-8254-46a0-8805-b21c5147c0c3-17,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008278,/mnt/external1/edu.mit.media.funf.bgcollector/00000002_0428004243e05257_photo-1337008026.jpg,2,fileCopy,
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-16,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521,/mnt/external1/edu.mit.media.funf.bgcollector/00000003_0428004243e05257_4c4e303a-d752-4cb9-9403-cc3c476968a3_1337008281_mainPipeline.db,3,fileCopy,
74858ef8-c44f-4b78-bb0d-92fc17021cd6-1,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
74858ef8-c44f-4b78-bb0d-92fc17021cd6-5,f416bdb2-3848-480a-ab11-77e91a3568b3,1337013651,/mnt/external1/edu.mit.media.funf.bgcollector/00000004_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337008524_mainPipeline.db,4,fileCopy,
a0283520-52d1-43a8-bb82-c7b21a614db0-1,f416bdb2-3848-480a-ab11-77e91a3568b3,1337013651,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
a0283520-52d1-43a8-bb82-c7b21a614db0-45,f416bdb2-3848-480a-ab11-77e91a3568b3,1337015460,/mnt/external1/edu.mit.media.funf.bgcollector/00000005_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337013655_mainPipeline.db,5,fileCopy,
9cc55b67-5cc1-44fa-b58f-072e21637ff4-1,f416bdb2-3848-480a-ab11-77e91a3568b3,1337015460,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
ad6e2ab3-80c2-43e4-9a33-694bd3cc0f30-23,f416bdb2-3848-480a-ab11-77e91a3568b3,1337019060,/mnt/external1/edu.mit.media.funf.bgcollector/00000006_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337015460_mainPipeline.db,6,fileCopy,
ad6e2ab3-80c2-43e4-9a33-694bd3cc0f30-24,f416bdb2-3848-480a-ab11-77e91a3568b3,1337019060,/mnt/external1/edu.mit.media.funf.bgcollector/00000007_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337018075_mainPipeline.db,7,fileCopy,
ad6e2ab3-80c2-43e4-9a33-694bd3cc0f30-25,f416bdb2-3848-480a-ab11-77e91a3568b3,1337019060,/mnt/external1/edu.mit.media.funf.bgcollector/00000008_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337018076_mainPipeline.db,8,fileCopy,
7cc2ff08-4d05-487b-888a-09d481565977-1,f416bdb2-3848-480a-ab11-77e91a3568b3,1337019061,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
6f7b8c23-6df3-4c13-bd8b-ad474c1ae28c-28,f416bdb2-3848-480a-ab11-77e91a3568b3,1337022715,/mnt/external1/edu.mit.media.funf.bgcollector/00000009_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337019061_mainPipeline.db,9,fileCopy,
6f7b8c23-6df3-4c13-bd8b-ad474c1ae28c-29,f416bdb2-3848-480a-ab11-77e91a3568b3,1337022715,/mnt/external1/edu.mit.media.funf.bgcollector/00000010_0428004243e05257_photo-1337021283.jpg,10,fileCopy,
6f7b8c23-6df3-4c13-bd8b-ad474c1ae28c-30,f416bdb2-3848-480a-ab11-77e91a3568b3,1337022715,/mnt/external1/edu.mit.media.funf.bgcollector/00000011_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337021675_mainPipeline.db,11,fileCopy,
6f7b8c23-6df3-4c13-bd8b-ad474c1ae28c-31,f416bdb2-3848-480a-ab11-77e91a3568b3,1337022715,/mnt/external1/edu.mit.media.funf.bgcollector/00000012_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337021676_mainPipeline.db,12,fileCopy,
6f7b8c23-6df3-4c13-bd8b-ad474c1ae28c-32,f416bdb2-3848-480a-ab11-77e91a3568b3,1337022716,/mnt/external1/edu.mit.media.funf.bgcollector/00000013_0428004243e05257_photo-1337021882.jpg,13,fileCopy,
6f7b8c23-6df3-4c13-bd8b-ad474c1ae28c-33,f416bdb2-3848-480a-ab11-77e91a3568b3,1337022716,/mnt/external1/edu.mit.media.funf.bgcollector/00000014_0428004243e05257_photo-1337022482.jpg,14,fileCopy,
6d8204f4-5045-420f-a23c-b51d50e1f452-2,f416bdb2-3848-480a-ab11-77e91a3568b3,1337022717,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
6d8204f4-5045-420f-a23c-b51d50e1f452-45,f416bdb2-3848-480a-ab11-77e91a3568b3,1337024521,/mnt/external1/edu.mit.media.funf.bgcollector/00000015_0428004243e05257_tb-1337022717-0428004243e05257.txt,15,fileCopy,
6d8204f4-5045-420f-a23c-b51d50e1f452-46,f416bdb2-3848-480a-ab11-77e91a3568b3,1337024522,/mnt/external1/edu.mit.media.funf.bgcollector/00000016_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337022720_mainPipeline.db,16,fileCopy,
cb187668-3485-4f0c-8b35-663a5bea80fd-1,f416bdb2-3848-480a-ab11-77e91a3568b3,1337024522,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
7a5fa50f-b3d5-4e46-865b-78185e35871d-24,f416bdb2-3848-480a-ab11-77e91a3568b3,1337028122,/mnt/external1/edu.mit.media.funf.bgcollector/00000017_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337024522_mainPipeline.db,17,fileCopy,
7a5fa50f-b3d5-4e46-865b-78185e35871d-25,f416bdb2-3848-480a-ab11-77e91a3568b3,1337028122,/mnt/external1/edu.mit.media.funf.bgcollector/00000018_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337027137_mainPipeline.db,18,fileCopy,
7a5fa50f-b3d5-4e46-865b-78185e35871d-26,f416bdb2-3848-480a-ab11-77e91a3568b3,1337028122,/mnt/external1/edu.mit.media.funf.bgcollector/00000019_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337027138_mainPipeline.db,19,fileCopy,
3200c0f6-0fbe-4b26-9672-715e2c16c1b2-1,f416bdb2-3848-480a-ab11-77e91a3568b3,1337028122,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
6e76b08d-d573-48fb-a030-b34f1d078594-25,f416bdb2-3848-480a-ab11-77e91a3568b3,1337031722,/mnt/external1/edu.mit.media.funf.bgcollector/00000020_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337028122_mainPipeline.db,20,fileCopy,
6e76b08d-d573-48fb-a030-b34f1d078594-26,f416bdb2-3848-480a-ab11-77e91a3568b3,1337031722,/mnt/external1/edu.mit.media.funf.bgcollector/00000021_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337030737_mainPipeline.db,21,fileCopy,
6e76b08d-d573-48fb-a030-b34f1d078594-27,f416bdb2-3848-480a-ab11-77e91a3568b3,1337031722,/mnt/external1/edu.mit.media.funf.bgcollector/00000022_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337030738_mainPipeline.db,22,fileCopy,
4056573a-3133-4845-a4d4-9c0cba1176c5-1,f416bdb2-3848-480a-ab11-77e91a3568b3,1337031722,,,,"{""type"":""log"", ""msg"":""moved files automatically"""
aeefaa46-c080-46aa-8f66-e83af270f657-20,f416bdb2-3848-480a-ab11-77e91a3568b3,1337035322,/mnt/external1/edu.mit.media.funf.bgcollector/00000023_0428004243e05257_f416bdb2-3848-480a-ab11-77e91a3568b3_1337031722_mainPipeline.db,23,fileCopy,
