id,device,timestamp,configUpdatePeriod,configUpdateUrl,dataArchivePeriod,dataRequests_edu.mit.media.funf.probe.builtin.HardwareInfoProbe_PERIOD,dataRequests_edu.mit.media.funf.probe.builtin.RunningApplicationsProbe_PERIOD,dataUploadPeriod,dataUploadUrl,name,version
300e69f2-8254-46a0-8805-b21c5147c0c3-1,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008278597,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-2,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008278605,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-3,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008278716,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-4,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008278749,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-5,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008278768,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-6,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008278849,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-7,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008279158,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-8,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008279242,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-9,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008279281,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-10,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008279300,3600,,3600,604802,60,3600,,example,1
300e69f2-8254-46a0-8805-b21c5147c0c3-11,4c4e303a-d752-4cb9-9403-cc3c476968a3,1337008279316,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-1,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521150,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-2,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521183,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-3,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521290,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-4,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521321,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-5,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521398,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-6,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521470,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-7,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521717,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-8,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521758,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-9,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521803,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-10,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521838,3600,,3600,604802,60,3600,,example,1
f8c9e7c6-12fd-4a4c-8d69-aebeb50d498e-11,f416bdb2-3848-480a-ab11-77e91a3568b3,1337008521861,3600,,3600,604802,60,3600,,example,1
