id,device,timestamp,SCREEN_ON
299d3c03-1421-4fab-a0af-611963aa45a0-7,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337008978,False
e709795b-2c93-4795-93ff-18f0f0c51b65-8,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337010820,True
e709795b-2c93-4795-93ff-18f0f0c51b65-9,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337010831,False
e709795b-2c93-4795-93ff-18f0f0c51b65-10,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337010838,True
c1f63fc0-999c-4772-b642-46fb9cf8b502-7,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337017818,False
c1f63fc0-999c-4772-b642-46fb9cf8b502-9,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337017827,True
c1f63fc0-999c-4772-b642-46fb9cf8b502-66,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337020101,False
c1f63fc0-999c-4772-b642-46fb9cf8b502-67,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337020102,True
7189c15a-ce5b-4e39-90c6-1e2b1c63863d-49,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337023895,False
7189c15a-ce5b-4e39-90c6-1e2b1c63863d-51,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337023976,True
7189c15a-ce5b-4e39-90c6-1e2b1c63863d-52,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337023976,False
7189c15a-ce5b-4e39-90c6-1e2b1c63863d-53,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337023977,True
