id,device,timestamp,ANDROID_ID,BLUETOOTH_MAC,BRAND,MODEL
d2269f06-2a9d-41cc-b2d7-c3f264c0bcce-15,cb61e9fd-388c-40e5-b027-55ed906ab75b,1337008694,ccb2e1a21d9f2fe,C8:AA:21:D0:B5:22,motorola,Xoom
